% ./projectseries.x -T0 0 -T1 400 -bd UBbasis/ -Nb 4 -d data/uUB0 -ul uUB0 -o uUB0.asc 
% forcing dissipation energy
2.30928 2.4231 0.266701
2.28453 2.40715 0.264509
2.26619 2.39222 0.26306
2.25893 2.38695 0.261951
2.27214 2.38717 0.260523
2.30774 2.38169 0.258405
2.35076 2.37332 0.255736
2.38437 2.35887 0.253006
2.40321 2.33015 0.250876
2.41119 2.29269 0.24998
2.41503 2.26586 0.250532
2.41878 2.25671 0.252156
2.42252 2.2588 0.254225
2.42458 2.26509 0.256045
2.4225 2.27194 0.256841
2.4141 2.28691 0.255912
2.39856 2.30606 0.253042
2.37669 2.29989 0.248767
2.35084 2.27195 0.243839
2.32433 2.23968 0.238712
2.3006 2.20749 0.233709
2.28209 2.17407 0.229166
2.26918 2.13714 0.225377
2.25984 2.09607 0.222485
2.25069 2.05313 0.220398
2.23845 2.00925 0.21884
2.22114 1.96565 0.217423
2.19825 1.92815 0.215686
2.17025 1.90173 0.213196
2.13795 1.88368 0.209748
2.10211 1.86459 0.205498
2.06344 1.83594 0.200884
2.02287 1.79436 0.196436
1.98176 1.74236 0.192547
1.94176 1.68895 0.1893
1.90433 1.64709 0.186459
1.87037 1.61708 0.183768
1.84024 1.58663 0.18128
1.81395 1.55533 0.179163
1.79118 1.53014 0.177406
1.77131 1.51219 0.175858
1.75348 1.49804 0.174391
1.73686 1.48486 0.172935
1.72075 1.47146 0.171464
1.70476 1.45732 0.169973
1.68879 1.44215 0.168471
1.67292 1.42594 0.166978
1.6573 1.4089 0.165514
1.64213 1.39151 0.164101
1.62753 1.37433 0.162759
1.6136 1.35786 0.161497
1.60039 1.34242 0.160323
1.58788 1.32808 0.159238
1.57605 1.31487 0.158239
1.56484 1.30279 0.157321
1.5542 1.29184 0.156474
1.54406 1.28204 0.155682
1.53435 1.27335 0.154935
1.52502 1.26567 0.154219
1.51601 1.25884 0.153527
1.50729 1.25271 0.152855
1.49881 1.24711 0.152202
1.49054 1.24191 0.151569
1.48245 1.23703 0.150955
1.47451 1.23242 0.150361
1.46672 1.22807 0.149782
1.45904 1.22397 0.149214
1.45147 1.22012 0.148649
1.44399 1.21652 0.14808
1.4366 1.21315 0.147499
1.42929 1.20997 0.146898
1.42206 1.20694 0.146272
1.4149 1.20402 0.145615
1.40781 1.20117 0.144925
1.4008 1.19835 0.1442
1.39386 1.19553 0.143439
1.38699 1.19271 0.142642
1.38021 1.18986 0.14181
1.37351 1.18699 0.140943
1.36689 1.18409 0.140045
1.36035 1.18117 0.139115
1.35391 1.17822 0.138155
1.34755 1.17526 0.137168
1.34129 1.17227 0.136153
1.33511 1.16928 0.135113
1.32903 1.16627 0.13405
1.32305 1.16326 0.132964
1.31715 1.16025 0.131857
1.31135 1.15724 0.130731
1.30565 1.15424 0.129586
1.30003 1.15124 0.128423
1.29451 1.14825 0.127245
1.28908 1.14528 0.126053
1.28373 1.14231 0.124847
1.27848 1.13937 0.123628
1.27331 1.13644 0.122398
1.26823 1.13354 0.121158
1.26324 1.13065 0.119909
1.25832 1.12779 0.118651
1.25349 1.12496 0.117387
1.24874 1.12216 0.116116
1.24407 1.11938 0.114839
1.23948 1.11663 0.113558
1.23496 1.11392 0.112273
1.23052 1.11124 0.110986
1.22615 1.10859 0.109696
1.22185 1.10597 0.108405
1.21763 1.1034 0.107113
1.21347 1.10086 0.105822
1.20938 1.09835 0.104531
1.20536 1.09589 0.103241
1.20141 1.09346 0.101954
1.19752 1.09107 0.100669
1.19369 1.08872 0.0993875
1.18993 1.08642 0.0981096
1.18623 1.08415 0.0968358
1.1826 1.08192 0.0955669
1.17902 1.07974 0.0943031
1.1755 1.07759 0.093045
1.17204 1.07549 0.091793
1.16864 1.07343 0.0905475
1.16529 1.0714 0.0893089
1.16201 1.06942 0.0880775
1.15877 1.06748 0.0868538
1.15559 1.06559 0.085638
1.15247 1.06373 0.0844304
1.1494 1.06191 0.0832314
1.14638 1.06014 0.0820412
1.14341 1.0584 0.0808601
1.14049 1.0567 0.0796883
1.13763 1.05504 0.0785261
1.13481 1.05343 0.0773736
1.13204 1.05184 0.0762311
1.12932 1.0503 0.0750987
1.12665 1.0488 0.0739767
1.12403 1.04733 0.0728651
1.12145 1.0459 0.0717641
1.11892 1.0445 0.0706739
1.11644 1.04314 0.0695945
1.114 1.04182 0.0685261
1.1116 1.04053 0.0674688
1.10925 1.03927 0.0664226
1.10694 1.03805 0.0653877
1.10467 1.03686 0.064364
1.10245 1.0357 0.0633517
1.10026 1.03457 0.0623508
1.09812 1.03348 0.0613614
1.09602 1.03241 0.0603834
1.09396 1.03137 0.0594169
1.09193 1.03037 0.0584619
1.08995 1.02939 0.0575184
1.088 1.02844 0.0565865
1.08609 1.02751 0.055666
1.08422 1.02662 0.0547571
1.08238 1.02575 0.0538596
1.08058 1.0249 0.0529735
1.07882 1.02408 0.0520989
1.07709 1.02329 0.0512357
1.07539 1.02251 0.0503839
1.07373 1.02176 0.0495433
1.0721 1.02104 0.048714
1.07051 1.02033 0.0478959
1.06894 1.01965 0.047089
1.06741 1.01899 0.0462931
1.06591 1.01835 0.0455082
1.06444 1.01772 0.0447344
1.063 1.01712 0.0439713
1.06159 1.01654 0.0432191
1.0602 1.01597 0.0424777
1.05885 1.01542 0.0417469
1.05753 1.01489 0.0410266
1.05623 1.01438 0.0403169
1.05496 1.01388 0.0396175
1.05371 1.0134 0.0389285
1.05249 1.01294 0.0382497
1.0513 1.01249 0.037581
1.05014 1.01205 0.0369223
1.04899 1.01163 0.0362736
1.04788 1.01122 0.0356348
1.04678 1.01083 0.0350057
1.04571 1.01045 0.0343862
1.04466 1.01008 0.0337763
1.04364 1.00972 0.0331759
1.04264 1.00938 0.0325848
1.04166 1.00904 0.0320029
1.0407 1.00872 0.0314302
1.03976 1.00841 0.0308666
1.03884 1.00811 0.0303119
1.03794 1.00782 0.029766
1.03706 1.00754 0.0292289
1.0362 1.00727 0.0287004
1.03536 1.007 0.0281804
1.03454 1.00675 0.0276689
1.03374 1.00651 0.0271657
1.03295 1.00627 0.0266707
1.03219 1.00604 0.0261838
1.03143 1.00582 0.0257049
1.0307 1.00561 0.025234
1.02998 1.00541 0.0247708
1.02928 1.00521 0.0243154
1.0286 1.00502 0.0238675
1.02793 1.00483 0.0234272
1.02727 1.00466 0.0229942
1.02663 1.00449 0.0225686
1.026 1.00432 0.0221501
1.02539 1.00416 0.0217387
1.02479 1.00401 0.0213344
1.02421 1.00386 0.0209369
1.02364 1.00372 0.0205462
1.02308 1.00358 0.0201623
1.02254 1.00344 0.0197849
1.022 1.00332 0.0194141
1.02148 1.00319 0.0190497
1.02097 1.00307 0.0186916
1.02048 1.00296 0.0183397
1.01999 1.00285 0.017994
1.01952 1.00274 0.0176543
1.01906 1.00264 0.0173206
1.0186 1.00254 0.0169927
1.01816 1.00244 0.0166707
1.01773 1.00235 0.0163543
1.01731 1.00226 0.0160435
1.0169 1.00218 0.0157382
1.01649 1.00209 0.0154384
1.0161 1.00202 0.0151439
1.01572 1.00194 0.0148546
1.01534 1.00187 0.0145706
1.01498 1.00179 0.0142916
1.01462 1.00173 0.0140177
1.01427 1.00166 0.0137487
1.01393 1.0016 0.0134845
1.01359 1.00154 0.0132252
1.01327 1.00148 0.0129705
1.01295 1.00142 0.0127204
1.01264 1.00137 0.012475
1.01234 1.00131 0.0122339
1.01204 1.00126 0.0119973
1.01175 1.00122 0.011765
1.01147 1.00117 0.011537
1.0112 1.00112 0.0113132
1.01093 1.00108 0.0110934
1.01067 1.00104 0.0108778
1.01041 1.001 0.0106661
1.01016 1.00096 0.0104583
1.00992 1.00092 0.0102544
1.00968 1.00089 0.0100542
1.00944 1.00085 0.00985781
1.00922 1.00082 0.00966504
