% ./projectseries.x -T0 0 -T1 400 -bd UBbasis/ -Nb 4 -d data/uUB0 -ul uUB0 -o uUB0.asc 
% forcing dissipation energy
3.04373 3.04722 0.385918
3.04382 3.04671 0.385903
3.0439 3.04632 0.385886
3.044 3.04602 0.385867
3.04412 3.04578 0.385843
3.04427 3.04558 0.385814
3.04446 3.04541 0.38578
3.04467 3.04521 0.38574
3.0449 3.04498 0.385693
3.04513 3.04469 0.385641
3.04537 3.04434 0.385582
3.04562 3.04394 0.385517
3.04589 3.04351 0.385446
3.04617 3.04304 0.385369
3.04648 3.04255 0.385284
3.04681 3.04202 0.385192
3.04718 3.04146 0.385093
3.04757 3.04086 0.384989
3.048 3.04021 0.384879
3.04846 3.03953 0.384765
3.04895 3.03881 0.384648
3.04947 3.03807 0.38453
3.05003 3.03731 0.384412
3.05063 3.03654 0.384295
3.05128 3.03579 0.384179
3.05199 3.03507 0.384066
3.05278 3.03439 0.383954
3.05366 3.03375 0.383844
3.05464 3.03317 0.383735
3.05573 3.03264 0.383626
3.05695 3.03215 0.383516
3.05829 3.03167 0.383403
3.05975 3.03121 0.383287
3.06133 3.03075 0.383166
3.06301 3.03026 0.383037
3.06479 3.02973 0.382899
3.06666 3.02914 0.382751
3.0686 3.02848 0.382589
3.07059 3.02772 0.382413
3.07263 3.02685 0.38222
3.07469 3.02582 0.382011
3.07675 3.02462 0.381783
3.07878 3.02322 0.381537
3.08074 3.02157 0.381273
3.08261 3.01966 0.380992
3.08433 3.01744 0.380693
3.08587 3.01489 0.380379
3.08717 3.01197 0.380051
3.08819 3.00865 0.379711
3.08886 3.00491 0.379361
3.08915 3.00071 0.379004
3.08898 2.99603 0.378641
3.08831 2.99083 0.378276
3.08708 2.98509 0.377911
3.08522 2.97877 0.377549
3.08267 2.97184 0.377193
3.07938 2.96426 0.376844
3.07528 2.956 0.376503
3.0703 2.94702 0.376171
3.06438 2.93728 0.375848
3.05744 2.92673 0.375531
3.04943 2.91534 0.37522
3.04027 2.90304 0.374909
3.02991 2.88979 0.374593
3.01827 2.87555 0.374266
3.00532 2.86027 0.37392
2.99102 2.84395 0.373545
2.97534 2.82657 0.373128
2.95828 2.80818 0.372656
2.93988 2.78887 0.372112
2.92017 2.76878 0.371477
2.89927 2.74815 0.370727
2.8773 2.72728 0.369837
2.85445 2.70655 0.368776
2.83091 2.6864 0.36751
2.80696 2.66727 0.366005
2.78288 2.64958 0.364225
2.75895 2.63359 0.362138
2.73549 2.61942 0.359718
2.71279 2.607 0.356948
2.69113 2.59605 0.353822
2.67081 2.58615 0.350347
2.65211 2.57675 0.346546
2.6353 2.56728 0.34246
2.6207 2.55728 0.338154
2.60861 2.54653 0.333721
2.59936 2.53514 0.329289
2.59327 2.52359 0.325019
2.5908 2.51265 0.321106
2.59246 2.50325 0.317757
2.59888 2.49635 0.315168
2.61065 2.49267 0.31349
2.62802 2.49259 0.312784
2.65053 2.49601 0.312993
2.67652 2.50225 0.313934
2.70271 2.51011 0.315323
2.72442 2.51847 0.316816
2.73626 2.52755 0.31805
2.73363 2.53868 0.318657
2.71436 2.5522 0.318311
2.68032 2.5662 0.316843
2.6371 2.57768 0.314404
2.59187 2.58552 0.311523
2.55138 2.59271 0.308944
2.52162 2.60424 0.307362
2.50869 2.6235 0.30721
2.51863 2.65031 0.308527
2.55376 2.68308 0.310958
2.60886 2.72245 0.313825
2.67311 2.76967 0.316208
2.73611 2.82266 0.317179
2.79252 2.87386 0.3162
2.84058 2.90956 0.313443
2.87819 2.91861 0.309761
2.90155 2.90085 0.306298
2.90496 2.86199 0.304134
2.88318 2.81101 0.304196
2.83828 2.7593 0.306939
2.78111 2.72149 0.311961
2.72625 2.72273 0.318096
2.68583 2.77216 0.323907
2.66622 2.84288 0.328236
2.6691 2.90126 0.330472
2.69423 2.94529 0.330481
2.73611 3.0051 0.328323
2.78166 3.08576 0.324123
2.81983 3.14928 0.31816
2.84355 3.15564 0.310778
2.84999 3.09618 0.302288
2.8423 2.99205 0.293025
2.82751 2.86966 0.283645
2.81513 2.75207 0.27523
2.81461 2.65132 0.268929
2.83198 2.56917 0.265424
2.86776 2.5128 0.264659
2.9155 2.48601 0.265939
2.95972 2.47742 0.268346
2.98286 2.47439 0.271123
2.97933 2.47356 0.273826
2.9543 2.46943 0.276316
2.91514 2.45779 0.278611
2.86772 2.44268 0.2807
2.81624 2.43175 0.282468
2.76352 2.42953 0.283754
2.71115 2.43513 0.284445
2.65958 2.44328 0.284531
2.60862 2.44699 0.28405
2.55809 2.44331 0.283003
2.50839 2.43673 0.281336
2.4605 2.43305 0.279014
2.41567 2.43365 0.276117
2.37507 2.43544 0.272865
2.33949 2.43307 0.269594
