% ./projectseries.x -T0 0 -T1 400 -bd UBbasis/ -Nb 4 -d data/uUB2 -ul uUB2 -o uUB2.asc 
% forcing dissipation energy
3.03165 3.01596 0.382264
3.03231 3.01674 0.382418
3.03314 3.01805 0.382633
3.03415 3.01988 0.382908
3.03536 3.02224 0.383243
3.03676 3.02509 0.383634
3.03836 3.02842 0.384081
3.04014 3.03219 0.384579
3.04208 3.03636 0.385124
3.04417 3.04091 0.385711
3.04639 3.04578 0.386333
3.04872 3.05091 0.386983
3.05113 3.05623 0.387653
3.05359 3.06166 0.388336
3.05607 3.06714 0.389022
3.05854 3.07259 0.389703
3.06098 3.07793 0.390371
3.06333 3.08308 0.391016
3.06557 3.08797 0.39163
3.06766 3.09251 0.392205
3.06956 3.09665 0.392732
3.07124 3.10031 0.393205
3.07266 3.10343 0.393617
3.07381 3.10598 0.393962
3.07464 3.1079 0.394234
3.07513 3.10916 0.394428
3.07527 3.10975 0.39454
3.07505 3.10963 0.394565
3.07444 3.1088 0.3945
3.07344 3.10724 0.394342
3.07204 3.10494 0.394087
3.07023 3.1019 0.393734
3.06802 3.0981 0.393279
3.06538 3.09356 0.39272
3.06234 3.08825 0.392054
3.05888 3.08219 0.391279
3.05502 3.07536 0.390392
3.05075 3.06773 0.38939
3.0461 3.0593 0.38827
3.04107 3.05004 0.38703
3.03568 3.03993 0.385668
3.02996 3.02892 0.384183
3.02392 3.01699 0.382576
3.01761 3.00411 0.380848
3.01104 2.99026 0.379003
3.00425 2.97543 0.37705
2.99729 2.95963 0.375
2.99021 2.94293 0.37287
2.98306 2.92543 0.370681
2.9759 2.90729 0.368463
2.96881 2.88872 0.366251
2.96187 2.87001 0.364088
2.95519 2.85153 0.362025
2.94888 2.83369 0.360118
2.94308 2.81697 0.358432
2.93792 2.80189 0.357032
2.93355 2.78901 0.355988
2.93014 2.77885 0.355367
2.92782 2.77195 0.35523
2.92671 2.76879 0.355624
2.92691 2.76973 0.356583
2.92847 2.77508 0.358117
2.93141 2.785 0.360214
2.93572 2.79948 0.362835
2.94137 2.81839 0.365922
2.94834 2.84139 0.369393
2.95659 2.86799 0.373158
2.96607 2.8975 0.37712
2.97669 2.92908 0.381181
2.98833 2.96176 0.385249
3.00077 2.99456 0.389244
3.01376 3.02649 0.393095
3.02697 3.05672 0.396746
3.04002 3.08456 0.400154
3.05255 3.1095 0.403283
3.06422 3.13124 0.406111
3.07471 3.14957 0.40862
3.08378 3.16442 0.410801
3.09123 3.17577 0.412649
3.09691 3.18366 0.414163
3.10074 3.18814 0.415345
3.10266 3.18929 0.416201
3.10266 3.18719 0.416739
3.10075 3.18196 0.416969
3.097 3.17368 0.416901
3.09146 3.16248 0.416546
3.08422 3.14847 0.415917
3.07541 3.13181 0.415027
3.06513 3.11264 0.413887
3.05351 3.09111 0.412511
3.04067 3.0674 0.410915
3.0267 3.04169 0.409111
3.01171 3.01417 0.407118
2.99577 2.98504 0.40495
2.97894 2.95449 0.402627
2.96127 2.92273 0.400164
2.9428 2.88996 0.39758
2.92354 2.85639 0.394889
2.90353 2.82221 0.392107
2.8828 2.78762 0.389246
2.86137 2.7528 0.386316
2.83927 2.71792 0.383326
2.81654 2.68313 0.380282
2.79322 2.64858 0.377189
2.76936 2.61439 0.374048
2.74501 2.58067 0.370863
2.72023 2.54753 0.367632
2.69508 2.51509 0.364355
2.66965 2.48346 0.361033
2.644 2.45279 0.357665
2.61823 2.42326 0.35425
2.59243 2.39507 0.350787
2.56669 2.36847 0.347276
2.54112 2.34376 0.343713
2.51581 2.32124 0.340091
2.49087 2.30121 0.336399
2.4664 2.28395 0.332614
2.44251 2.26956 0.328705
2.41927 2.25795 0.324626
2.39679 2.24863 0.320317
2.37513 2.24071 0.315708
2.35436 2.23285 0.310726
2.33452 2.22342 0.305306
2.31566 2.21074 0.299412
2.29785 2.19323 0.293051
2.28117 2.16978 0.286291
2.26574 2.13991 0.279276
2.25172 2.10418 0.272218
2.23932 2.06429 0.265385
2.22882 2.02287 0.25907
2.2206 1.98297 0.253569
2.21512 1.94738 0.249166
2.21294 1.91823 0.246125
2.2145 1.89669 0.244671
2.21999 1.88292 0.244958
2.22899 1.87639 0.247014
2.2403 1.87623 0.250704
2.252 1.88179 0.255741
2.26195 1.89295 0.261726
