% ./projectseries.x -T0 0 -T1 400 -bd UBbasis/ -Nb 4 -d data/uUB2 -ul uUB2 -o uUB2.asc 
% forcing dissipation energy
2.26845 1.91015 0.268236
2.27059 1.93393 0.274893
2.26834 1.96424 0.281421
2.26222 1.99971 0.287672
2.25299 2.03771 0.29363
2.24141 2.07552 0.299385
2.22815 2.11161 0.30508
2.21382 2.1463 0.310858
2.19898 2.1816 0.316814
2.18432 2.22047 0.322968
2.1707 2.26593 0.329262
2.15928 2.32045 0.335581
2.15157 2.38564 0.341779
2.14955 2.46211 0.347715
2.1558 2.54956 0.353278
2.17368 2.64714 0.358387
2.20757 2.75396 0.362958
2.26243 2.86942 0.366823
2.34213 2.9922 0.369663
2.44615 3.11755 0.370963
2.56629 3.23564 0.370046
2.68727 3.33334 0.36616
2.79352 3.39133 0.358732
2.87666 3.38897 0.347885
2.93654 3.33081 0.334736
2.97666 3.23975 0.321091
3.00047 3.12802 0.308786
3.01025 2.99951 0.299074
3.00576 2.86776 0.292434
2.98401 2.75761 0.288829
2.94311 2.67019 0.287999
2.8865 2.59618 0.28959
2.82323 2.54254 0.293097
2.76342 2.52869 0.297717
2.7127 2.56645 0.302496
2.67101 2.63557 0.306936
2.63683 2.69516 0.311421
2.60861 2.72347 0.31678
2.5843 2.72671 0.323387
2.56311 2.72708 0.330866
2.54703 2.74005 0.338485
2.5396 2.77354 0.345505
2.54424 2.83174 0.351291
2.56352 2.91392 0.355299
2.59914 3.0106 0.357098
2.65097 3.10521 0.356521
2.7159 3.17594 0.353795
2.78903 3.20161 0.349483
2.86711 3.17784 0.344242
2.94943 3.13078 0.338595
3.03405 3.09688 0.332961
3.11397 3.083 0.327828
3.17716 3.0697 0.323766
3.21293 3.04387 0.321381
3.22067 3.00934 0.321212
3.20632 2.97425 0.323561
3.17165 2.93881 0.328384
3.11426 2.8994 0.335213
3.03682 2.85588 0.34316
2.95192 2.81594 0.351121
2.876 2.78768 0.358115
2.81861 2.7676 0.363533
2.78031 2.74816 0.367258
2.7576 2.72758 0.369615
2.74528 2.7139 0.371161
2.73651 2.71656 0.372378
2.72427 2.73802 0.373475
2.70436 2.77844 0.37431
2.67787 2.83533 0.374434
2.6505 2.8952 0.373275
2.62909 2.93748 0.37036
2.61803 2.94892 0.365429
2.61834 2.93054 0.358435
2.62921 2.8906 0.349656
2.64933 2.83836 0.339873
2.67641 2.77539 0.330214
2.70565 2.70685 0.321581
2.73001 2.63916 0.314371
2.74327 2.57502 0.308656
2.74263 2.52171 0.30429
2.72892 2.48024 0.300941
2.7059 2.44295 0.298207
2.67877 2.40701 0.295712
2.6518 2.37929 0.293064
2.62676 2.36332 0.289865
2.60248 2.35266 0.285873
2.57663 2.33537 0.281134
2.54816 2.30037 0.275992
2.51744 2.24709 0.270946
2.48525 2.18424 0.266422
2.45227 2.12128 0.262603
2.41926 2.0645 0.259432
2.38727 2.01664 0.256737
2.35741 1.97659 0.254355
2.33034 1.94046 0.252186
2.30597 1.90473 0.250201
2.28363 1.86914 0.248437
2.26242 1.83622 0.24696
2.24147 1.80799 0.245821
2.22011 1.78401 0.245025
2.19795 1.76332 0.244509
2.17485 1.74625 0.244138
2.151 1.73324 0.243742
2.12678 1.72273 0.243181
2.10263 1.71196 0.242373
2.07884 1.69914 0.241297
2.05559 1.68397 0.239966
2.03289 1.66701 0.238413
2.01068 1.64908 0.236688
1.9889 1.63114 0.234845
1.96752 1.61399 0.23294
1.94654 1.59805 0.231021
1.92602 1.58327 0.229134
1.90599 1.56938 0.227315
1.88649 1.55606 0.225591
1.86752 1.54314 0.223982
1.84909 1.53059 0.222494
1.83119 1.5185 0.221126
1.81381 1.50695 0.219866
1.79693 1.49606 0.218698
1.78055 1.48589 0.2176
1.76466 1.47642 0.216552
1.74925 1.46764 0.215533
1.73432 1.45946 0.214523
1.71986 1.45179 0.213506
1.70586 1.44452 0.21247
1.69232 1.43756 0.211406
1.67924 1.43082 0.210306
1.66659 1.42423 0.209166
1.65438 1.41773 0.207985
1.64258 1.41129 0.20676
1.63117 1.40488 0.205494
1.62015 1.39847 0.204185
1.60949 1.39207 0.202836
1.59917 1.38566 0.201449
1.58918 1.37925 0.200024
1.57948 1.37284 0.198564
1.57006 1.36642 0.19707
1.56089 1.36 0.195544
1.55197 1.35358 0.193989
1.54326 1.34718 0.192405
1.53475 1.34078 0.190795
1.52643 1.3344 0.18916
1.51828 1.32804 0.187502
1.51028 1.3217 0.185822
1.50242 1.31539 0.184122
1.49469 1.30911 0.182404
1.48708 1.30287 0.180668
1.47958 1.29666 0.178917
1.47218 1.29049 0.177151
1.46487 1.28437 0.175372
1.45765 1.2783 0.173582
1.45051 1.27227 0.171781
1.44345 1.2663 0.169971
1.43646 1.26039 0.168153
1.42954 1.25454 0.166328
1.42269 1.24875 0.164498
1.4159 1.24303 0.162663
1.40917 1.23737 0.160824
1.40251 1.23179 0.158983
1.39591 1.22627 0.157141
1.38937 1.22083 0.155298
1.38289 1.21547 0.153456
1.37647 1.21019 0.151614
1.37011 1.20498 0.149775
1.36381 1.19985 0.147939
1.35758 1.19481 0.146107
1.3514 1.18985 0.144279
1.34529 1.18497 0.142457
1.33924 1.18017 0.14064
1.33326 1.17546 0.13883
1.32734 1.17084 0.137028
1.32148 1.1663 0.135233
1.31569 1.16185 0.133446
1.30997 1.15748 0.131669
1.30431 1.1532 0.129901
1.29872 1.14901 0.128143
1.2932 1.1449 0.126396
1.28775 1.14087 0.12466
1.28237 1.13694 0.122935
1.27706 1.13308 0.121222
1.27182 1.12931 0.119521
1.26664 1.12563 0.117832
1.26154 1.12203 0.116157
1.25651 1.11851 0.114494
1.25155 1.11507 0.112845
1.24666 1.11171 0.11121
1.24184 1.10843 0.109589
1.23709 1.10523 0.107982
1.23242 1.10211 0.106389
1.22781 1.09906 0.104812
1.22327 1.09609 0.103249
1.21881 1.09319 0.101701
1.21441 1.09037 0.100168
1.21009 1.08762 0.0986504
1.20583 1.08494 0.0971483
1.20165 1.08233 0.0956619
1.19753 1.07979 0.094191
1.19348 1.07732 0.092736
1.1895 1.07491 0.0912967
1.18559 1.07257 0.0898734
1.18174 1.07029 0.088466
1.17796 1.06807 0.0870745
1.17424 1.06592 0.0856991
1.17059 1.06382 0.0843398
1.16701 1.06178 0.0829964
1.16349 1.05981 0.0816692
1.16003 1.05788 0.0803579
1.15663 1.05601 0.0790627
1.1533 1.0542 0.0777835
1.15003 1.05244 0.0765203
1.14682 1.05073 0.0752731
1.14366 1.04907 0.0740417
1.14057 1.04745 0.0728262
1.13754 1.04589 0.0716264
1.13456 1.04437 0.0704424
1.13164 1.0429 0.0692741
1.12878 1.04147 0.0681213
1.12597 1.04009 0.0669841
1.12321 1.03875 0.0658622
1.12051 1.03745 0.0647558
1.11787 1.03619 0.0636645
1.11527 1.03496 0.0625884
1.11273 1.03378 0.0615273
1.11023 1.03263 0.0604812
1.10779 1.03152 0.0594499
1.1054 1.03045 0.0584333
1.10305 1.0294 0.0574313
1.10075 1.02839 0.0564438
1.0985 1.02742 0.0554707
1.0963 1.02647 0.0545118
1.09414 1.02556 0.0535671
1.09202 1.02467 0.0526363
1.08995 1.02381 0.0517194
1.08792 1.02298 0.0508162
1.08594 1.02218 0.0499267
1.08399 1.0214 0.0490506
1.08209 1.02065 0.0481878
1.08023 1.01993 0.0473382
1.0784 1.01922 0.0465017
1.07662 1.01855 0.0456781
1.07487 1.01789 0.0448673
1.07316 1.01726 0.0440692
1.07149 1.01664 0.0432835
1.06985 1.01605 0.0425102
1.06825 1.01548 0.0417492
1.06668 1.01492 0.0410002
1.06514 1.01439 0.0402631
1.06364 1.01387 0.0395379
1.06218 1.01337 0.0388243
1.06074 1.01289 0.0381222
1.05934 1.01243 0.0374315
1.05796 1.01198 0.036752
1.05662 1.01154 0.0360836
1.05531 1.01113 0.0354262
1.05402 1.01072 0.0347795
1.05277 1.01033 0.0341436
1.05154 1.00995 0.0335181
1.05034 1.00959 0.0329031
1.04916 1.00924 0.0322983
1.04802 1.0089 0.0317036
1.04689 1.00857 0.0311188
