% ./projectseries.x -T0 0 -T1 400 -bd UBbasis/ -Nb 4 -d data/uUB7 -ul uUB7 -o uUB7.asc 
% forcing dissipation energy
3.04378 3.04724 0.385936
3.04392 3.04677 0.385941
3.04405 3.04652 0.38595
3.04417 3.0464 0.385961
3.04428 3.04636 0.385972
3.04437 3.04637 0.385983
3.04445 3.0464 0.385995
3.04453 3.04646 0.386006
3.04461 3.04653 0.386017
3.04469 3.04659 0.386027
3.04477 3.04665 0.386036
3.04484 3.04668 0.386043
3.04492 3.04669 0.386048
3.04499 3.04668 0.38605
3.04506 3.04666 0.386048
3.04512 3.04661 0.386041
3.04519 3.04655 0.386029
3.04525 3.04646 0.386012
3.0453 3.04633 0.385989
3.04533 3.04615 0.385961
3.04536 3.04593 0.385928
3.04537 3.04566 0.385892
3.04535 3.04535 0.385853
3.04532 3.04501 0.385813
3.04527 3.04464 0.385773
3.04519 3.04426 0.385734
3.04511 3.04389 0.385699
3.04501 3.04353 0.385667
3.04492 3.0432 0.385641
3.04483 3.04291 0.385621
3.04475 3.04267 0.385608
3.04468 3.04248 0.385603
3.04463 3.04235 0.385607
3.04459 3.04229 0.385619
3.04457 3.04228 0.38564
3.04457 3.04235 0.38567
3.04458 3.04248 0.385708
3.04461 3.04267 0.385755
3.04466 3.04294 0.385809
3.04471 3.04327 0.38587
3.04479 3.04366 0.385937
3.04488 3.04411 0.386008
3.04498 3.04462 0.386083
3.0451 3.04516 0.386159
3.04522 3.04572 0.386237
3.04535 3.0463 0.386313
3.04547 3.04687 0.386387
3.04558 3.04743 0.386457
3.04568 3.04795 0.386521
3.04576 3.04843 0.386579
3.04582 3.04885 0.386627
3.04584 3.0492 0.386666
3.04583 3.04948 0.386694
3.04579 3.04966 0.386708
3.0457 3.04975 0.386709
3.04558 3.04974 0.386694
3.04541 3.04961 0.386664
3.0452 3.04935 0.386617
3.04495 3.04897 0.386553
3.04464 3.04845 0.386472
3.04429 3.04779 0.386374
3.04389 3.047 0.386258
3.04343 3.04607 0.386127
3.04293 3.045 0.38598
3.04239 3.04382 0.385818
3.04181 3.04252 0.385643
3.04119 3.04112 0.385456
3.04054 3.03963 0.385259
3.03987 3.03807 0.385053
3.03919 3.03645 0.384842
3.0385 3.03478 0.384627
3.03782 3.0331 0.384412
3.03715 3.03141 0.384199
3.03649 3.02975 0.383991
3.03587 3.02813 0.383791
3.03529 3.02658 0.383604
3.03477 3.02514 0.383432
3.0343 3.02383 0.383279
3.03391 3.02267 0.383149
3.03361 3.02171 0.383044
3.03341 3.02097 0.38297
3.03332 3.02047 0.382927
3.03334 3.02025 0.382921
3.03349 3.02032 0.382952
3.03378 3.0207 0.383024
3.0342 3.02142 0.383137
3.03477 3.02248 0.383294
3.03549 3.02389 0.383495
3.03635 3.02566 0.38374
3.03735 3.02779 0.384028
3.03849 3.03026 0.384357
3.03977 3.03307 0.384725
3.04117 3.03618 0.38513
3.04269 3.03959 0.385568
3.04431 3.04324 0.386033
3.04601 3.0471 0.386522
3.04779 3.05113 0.387029
3.0496 3.05527 0.387547
3.05145 3.05947 0.388071
3.05329 3.06367 0.388593
3.05511 3.06781 0.389108
3.05688 3.07185 0.389607
3.05857 3.0757 0.390085
3.06016 3.07933 0.390535
3.06162 3.08268 0.390949
3.06293 3.08568 0.391323
3.06406 3.08831 0.391649
3.06499 3.0905 0.391923
3.0657 3.09222 0.39214
3.06617 3.09344 0.392294
3.06637 3.09412 0.392382
3.0663 3.09424 0.392399
3.06594 3.09377 0.392343
3.06527 3.09271 0.392209
3.06429 3.09103 0.391996
3.06299 3.08872 0.391701
3.06136 3.08579 0.391323
3.05941 3.08221 0.390858
3.05714 3.07799 0.390306
3.05454 3.07312 0.389665
3.05163 3.0676 0.388934
3.04841 3.06142 0.388113
3.0449 3.05458 0.387202
3.04111 3.04708 0.386202
3.03706 3.03891 0.385113
3.03276 3.03007 0.383938
3.02825 3.02056 0.38268
3.02356 3.01041 0.381346
3.01871 2.99964 0.379943
3.01374 2.98829 0.37848
3.00869 2.97641 0.376971
3.00362 2.96411 0.375431
2.99857 2.95148 0.37388
2.99361 2.93868 0.372343
2.9888 2.9259 0.370845
2.98421 2.91336 0.36942
2.97994 2.90132 0.368102
2.97605 2.89006 0.366931
2.97266 2.87992 0.365945
2.96985 2.87122 0.365188
2.96772 2.86432 0.364699
2.96638 2.85955 0.364517
2.96589 2.85724 0.364673
2.96636 2.85766 0.365194
2.96782 2.86104 0.366094
2.97032 2.86752 0.367377
2.97387 2.87716 0.369032
2.97847 2.88995 0.371038
2.98409 2.90572 0.373359
2.99068 2.92423 0.375949
2.99817 2.94512 0.378756
3.00648 2.96792 0.381718
3.01549 2.99209 0.384775
3.02508 3.01703 0.387865
3.03507 3.04209 0.390932
3.04529 3.06664 0.393921
3.05553 3.09013 0.396788
3.06558 3.11203 0.399493
3.07521 3.13196 0.402003
3.08422 3.1496 0.404295
3.09243 3.16475 0.406348
3.09967 3.17727 0.40815
3.10581 3.1871 0.409694
3.11072 3.19421 0.410975
3.11433 3.19862 0.411993
3.11658 3.20037 0.412751
3.11744 3.19954 0.413256
3.11689 3.19619 0.413514
3.11495 3.19043 0.413536
3.11164 3.18236 0.413331
3.10702 3.17212 0.412912
3.10115 3.15983 0.41229
3.09409 3.14564 0.411478
3.08592 3.1297 0.410489
3.07674 3.11218 0.409335
3.06662 3.09324 0.40803
3.05564 3.07305 0.406587
3.04387 3.05181 0.405018
3.03139 3.02968 0.403336
3.01824 3.00686 0.401552
3.00449 2.98354 0.399678
2.99019 2.95992 0.397724
2.97537 2.9362 0.395696
2.96009 2.91259 0.393603
2.94438 2.88932 0.391446
2.9283 2.86661 0.389229
2.91187 2.84468 0.38695
2.89515 2.82374 0.384602
2.87817 2.80399 0.382177
2.86098 2.78559 0.379659
2.84361 2.76864 0.37703
2.82611 2.75313 0.374261
2.80851 2.73895 0.371317
2.79081 2.7258 0.368155
2.77304 2.71319 0.364721
2.75517 2.70039 0.360953
2.73717 2.68639 0.35678
2.71896 2.66997 0.352128
2.70046 2.64969 0.346925
2.68154 2.62407 0.341114
2.66213 2.59179 0.334666
2.6422 2.55193 0.327598
2.62182 2.50426 0.31999
2.60123 2.44958 0.311996
2.58078 2.38996 0.303838
2.56094 2.32849 0.295778
2.54229 2.26862 0.288086
2.52546 2.21327 0.281014
2.51109 2.16427 0.274804
2.49977 2.12253 0.269688
2.49188 2.08825 0.265898
2.48741 2.06123 0.263636
2.4858 2.041 0.263029
2.4858 2.02687 0.264089
2.48567 2.01817 0.266686
2.48367 2.01458 0.270573
2.47847 2.01622 0.275427
2.46949 2.02351 0.280913
2.45678 2.03667 0.286732
2.44084 2.05503 0.292663
2.42238 2.0769 0.298567
2.40215 2.10021 0.304383
2.38085 2.12339 0.310095
2.35914 2.14585 0.315703
2.33759 2.16797 0.321192
2.31673 2.19066 0.326524
2.29705 2.21496 0.331638
2.27905 2.24166 0.336461
2.26326 2.2711 0.340924
2.25024 2.30312 0.344974
2.24054 2.33715 0.34859
2.23473 2.3724 0.35178
2.23325 2.40824 0.354576
2.2364 2.44443 0.357019
2.24427 2.48129 0.359136
2.25671 2.51965 0.360919
2.27348 2.56052 0.36231
2.29433 2.60459 0.363195
2.31915 2.65195 0.363418
2.34773 2.70216 0.362782
2.37948 2.75457 0.361044
2.41288 2.80769 0.3579
2.44545 2.85686 0.352993
2.47437 2.89237 0.346016
2.49749 2.90226 0.336888
2.51437 2.8786 0.325936
2.52623 2.82144 0.313957
2.53487 2.73841 0.30211
2.54131 2.64148 0.291538
2.54526 2.5404 0.282925
2.54586 2.44527 0.276419
2.5428 2.37072 0.271912
2.53672 2.31888 0.269336
2.5291 2.28274 0.268724
2.52213 2.25964 0.270009
2.5182 2.25332 0.272807
2.51775 2.26892 0.276415
2.51837 2.30953 0.280023
2.5169 2.37136 0.283021
2.5116 2.4345 0.285327
2.50234 2.47775 0.287485
2.48982 2.49481 0.290303
2.4751 2.49516 0.294276
2.45913 2.49548 0.299285
2.44281 2.50716 0.304766
2.42708 2.53122 0.31006
2.41291 2.5617 0.314564
2.40117 2.59077 0.317735
2.39257 2.61108 0.319155
2.38779 2.61372 0.318693
2.38754 2.5923 0.316615
2.39254 2.54991 0.313386
2.40349 2.49611 0.30935
2.42033 2.43989 0.304687
2.44084 2.38616 0.299665
2.46117 2.33705 0.294745
2.47908 2.29663 0.290446
2.49532 2.2696 0.287206
2.51252 2.25753 0.285348
2.53365 2.25937 0.285096
2.56042 2.27305 0.286585
2.59199 2.29694 0.289834
2.625 2.33051 0.294739
2.6551 2.37308 0.301099
2.67918 2.42199 0.308654
2.69649 2.47387 0.317131
2.70834 2.52677 0.326266
2.71692 2.57978 0.335791
2.72393 2.63136 0.345402
2.72976 2.67957 0.354765
2.73375 2.72466 0.363604
2.73517 2.77068 0.37178
2.73398 2.82247 0.379333
2.73083 2.88005 0.386489
2.72687 2.94149 0.393539
2.72354 3.01206 0.400595
2.72264 3.10111 0.407408
2.72596 3.20882 0.413462
2.73391 3.32398 0.418225
2.74555 3.4363 0.421282
2.7618 3.54018 0.422329
2.78805 3.62383 0.421193
2.83146 3.67465 0.417842
2.89625 3.69194 0.412247
2.9829 3.68361 0.404293
3.08576 3.65546 0.393894
3.18376 3.60645 0.381251
3.24712 3.52277 0.367151
3.26257 3.39567 0.352949
3.24194 3.2432 0.34004
3.21007 3.09119 0.32935
3.18432 2.95348 0.321314
3.16846 2.84023 0.316002
3.159 2.75945 0.313166
3.15084 2.71148 0.312305
3.13957 2.68924 0.312842
3.12272 2.68395 0.314261
3.09925 2.68933 0.316204
3.06862 2.69863 0.318598
3.03238 2.70394 0.321734
2.99463 2.70616 0.326117
2.96112 2.71965 0.332008
2.93839 2.75924 0.339117
2.93202 2.82525 0.346802
2.94479 2.90976 0.354421
2.97758 3.00673 0.36144
3.03143 3.11754 0.367359
3.10763 3.23751 0.371751
3.20362 3.34824 0.374522
3.30879 3.43481 0.376086
3.4098 3.49497 0.377215
3.49561 3.5331 0.37875
3.55688 3.55517 0.38134
3.58725 3.56707 0.385293
3.58567 3.57096 0.390535
3.55639 3.56768 0.396652
3.50747 3.56049 0.402947
3.44852 3.55944 0.408622
3.38853 3.58027 0.413066
3.33433 3.62337 0.416158
3.2894 3.66775 0.41839
3.25216 3.69613 0.420535
3.21795 3.71959 0.422868
3.18764 3.76174 0.424629
3.17334 3.8138 0.424465
3.18961 3.8483 0.421416
3.22725 3.84941 0.415423
3.26014 3.79612 0.407142
3.2833 3.6761 0.397465
3.30411 3.52603 0.387128
3.32451 3.40142 0.376563
3.34077 3.31612 0.36608
3.3479 3.24458 0.356298
3.34241 3.17242 0.348091
3.32282 3.10209 0.342055
3.29058 3.03667 0.338253
3.25078 2.97895 0.336311
3.21024 2.93432 0.335631
3.1745 2.90743 0.335583
3.14637 2.90142 0.335624
3.12626 2.91773 0.335232
3.11323 2.95118 0.333828
3.10577 2.9897 0.330873
3.10054 3.01098 0.326104
3.09203 2.98949 0.319747
3.07491 2.92063 0.312456
3.04633 2.81896 0.305061
3.00615 2.70151 0.298359
2.95587 2.57959 0.292965
2.89767 2.46233 0.289216
2.83453 2.3586 0.287144
2.77029 2.27459 0.286548
2.70897 2.21548 0.287093
2.65401 2.18572 0.288376
2.60791 2.18152 0.290038
2.57177 2.19054 0.291886
2.54471 2.20066 0.293924
2.52414 2.20284 0.296267
2.50697 2.19326 0.299006
2.49099 2.17594 0.302115
2.47536 2.16071 0.30544
2.46024 2.15656 0.308771
2.44612 2.16557 0.311945
2.43319 2.18244 0.314911
2.42126 2.19972 0.317724
2.40998 2.21264 0.320479
2.39919 2.22017 0.323251
2.38897 2.22391 0.326069
2.3796 2.22644 0.328914
2.37139 2.22987 0.331726
2.36452 2.23513 0.334429
2.35896 2.24209 0.336952
2.35446 2.25023 0.339234
2.35068 2.2591 0.341239
2.34728 2.26834 0.342953
2.34403 2.27767 0.344381
2.34081 2.28683 0.345542
2.33759 2.29566 0.346467
2.33439 2.30421 0.347185
2.33122 2.31265 0.347726
2.32806 2.32133 0.348117
