% ./projectseries.x -T0 0 -T1 400 -bd UBbasis/ -Nb 4 -d data/uUB4 -ul uUB4 -o uUB4.asc 
% forcing dissipation energy
2.98277 3.07849 0.414391
2.97501 3.06815 0.413698
2.96564 3.05583 0.412693
2.95486 3.04194 0.411389
2.94292 3.02693 0.409796
2.93004 3.01134 0.407927
2.91644 2.99577 0.405794
2.90233 2.98089 0.403404
2.88786 2.96738 0.400756
2.8732 2.9559 0.397832
2.85845 2.94697 0.394583
2.84373 2.9409 0.390916
2.82912 2.93754 0.386677
2.8147 2.93595 0.381642
2.80053 2.93386 0.375531
2.78672 2.92715 0.368065
2.77347 2.91043 0.359081
2.76115 2.879 0.348673
2.75027 2.83134 0.33729
2.74134 2.77021 0.325707
2.73467 2.70081 0.314816
2.73033 2.62722 0.305339
2.72814 2.55136 0.29767
2.72771 2.47874 0.291903
2.72857 2.41988 0.287941
2.73017 2.37968 0.285586
2.7318 2.35604 0.284599
2.73234 2.34572 0.284684
2.73011 2.34545 0.285474
2.72319 2.35174 0.286563
2.70994 2.36262 0.287581
2.68953 2.37742 0.288297
2.66225 2.38961 0.288747
2.62929 2.38967 0.289253
2.59241 2.37491 0.290245
2.55353 2.35203 0.292024
2.5145 2.33105 0.294649
2.47686 2.31907 0.297983
2.44173 2.31903 0.301799
2.40965 2.33134 0.305851
2.38066 2.35535 0.309876
2.35466 2.39 0.313587
2.33169 2.43295 0.316688
2.3122 2.47846 0.31896
2.29735 2.51833 0.320345
2.2894 2.5481 0.320957
2.2919 2.571 0.320968
2.30895 2.59542 0.320453
2.34362 2.62755 0.31934
2.39659 2.66499 0.317507
2.4647 2.69846 0.314919
2.54063 2.71851 0.311634
2.61604 2.72045 0.307735
2.68418 2.70868 0.303346
2.74122 2.69491 0.298696
2.78776 2.68603 0.294051
2.82871 2.68554 0.289616
2.87 2.69348 0.285568
2.9137 2.70352 0.282137
2.95535 2.70699 0.279586
2.9857 2.69734 0.278126
2.99477 2.67058 0.277817
2.97605 2.62536 0.27848
2.92944 2.56523 0.279679
2.86135 2.49936 0.280819
2.78167 2.43878 0.281377
2.69948 2.39421 0.28104
2.6204 2.38151 0.279557
2.54661 2.38559 0.276625
2.47785 2.35119 0.272363
2.41248 2.27522 0.267312
2.34925 2.19242 0.26184
2.28867 2.12557 0.256001
2.23232 2.07042 0.249832
2.18132 2.01591 0.243574
2.13616 1.95819 0.237585
2.09713 1.89832 0.232179
2.06432 1.84208 0.227549
2.03716 1.79696 0.223682
2.01419 1.76553 0.220358
1.99382 1.7443 0.21738
1.97513 1.72898 0.214716
1.95784 1.71582 0.212409
1.94167 1.70251 0.210487
1.92605 1.68936 0.208937
1.91025 1.67786 0.207723
1.89362 1.66907 0.206796
1.8758 1.6634 0.206114
1.85678 1.66081 0.205672
1.83696 1.66068 0.205516
1.81728 1.66221 0.205746
1.79938 1.66547 0.206503
1.78554 1.67156 0.207942
1.77838 1.68109 0.210188
1.78013 1.69335 0.213286
1.79164 1.7083 0.217157
1.81166 1.7283 0.22156
1.83734 1.75544 0.226159
1.86562 1.78719 0.230675
1.8945 1.8175 0.235024
1.92322 1.84218 0.239309
1.95179 1.86059 0.243731
1.98039 1.8728 0.248475
2.00898 1.87929 0.253639
2.03703 1.88331 0.259179
2.06358 1.89022 0.264933
2.08763 1.90317 0.270708
2.10852 1.92119 0.276359
2.12611 1.94108 0.281816
2.14056 1.95953 0.287064
2.15214 1.97465 0.292105
2.1611 1.987 0.296933
2.16769 1.99883 0.301524
2.17216 2.01196 0.305846
2.17479 2.0265 0.309879
2.17588 2.04131 0.31362
2.1757 2.05493 0.317081
2.17446 2.06653 0.320274
2.17233 2.07616 0.323207
2.16941 2.08453 0.325871
2.16581 2.09237 0.328256
2.1616 2.09995 0.330348
2.15686 2.10703 0.332142
2.15168 2.1131 0.333642
2.14612 2.11769 0.334859
2.14026 2.1206 0.335806
2.13413 2.12183 0.336499
2.12779 2.12155 0.33695
2.12123 2.11998 0.337168
2.11448 2.11729 0.337161
2.10754 2.1136 0.336938
2.10039 2.10898 0.336508
2.09305 2.10349 0.335878
2.0855 2.09718 0.33506
2.07776 2.09013 0.334067
2.06982 2.08245 0.332911
2.06168 2.07427 0.331607
2.05335 2.06577 0.330173
2.04482 2.05716 0.328626
2.03611 2.04871 0.326987
2.0272 2.04072 0.325278
2.01812 2.03356 0.323525
2.00887 2.02769 0.321754
1.99947 2.02362 0.319999
1.98996 2.022 0.318292
1.98037 2.02356 0.316672
1.97075 2.0292 0.315178
1.9612 2.03992 0.313848
1.95184 2.05683 0.312713
1.94287 2.0811 0.311794
1.93462 2.11386 0.311091
1.92758 2.15601 0.310567
1.92245 2.20804 0.310138
1.92023 2.26965 0.309648
1.92217 2.33941 0.308861
1.92963 2.41415 0.30744
1.94379 2.48813 0.304964
1.9652 2.55192 0.300973
1.9935 2.59239 0.295094
2.02747 2.59592 0.287225
2.0654 2.55573 0.277688
2.10541 2.47849 0.267222
