% ./projectseries.x -T0 0 -T1 400 -bd UBbasis/ -Nb 4 -d data/uUB4 -ul uUB4 -o uUB4.asc 
% forcing dissipation energy
3.04368 3.04382 0.385809
3.04369 3.04379 0.385809
3.0437 3.04377 0.385808
3.0437 3.04375 0.385807
3.04369 3.04373 0.385806
3.04369 3.04371 0.385805
3.04368 3.0437 0.385803
3.04367 3.04368 0.385802
3.04365 3.04366 0.3858
3.04364 3.04363 0.385797
3.04362 3.04361 0.385795
3.0436 3.04357 0.385792
3.04358 3.04354 0.385789
3.04356 3.0435 0.385785
3.04353 3.04347 0.385782
3.04351 3.04342 0.385778
3.04348 3.04338 0.385773
3.04345 3.04333 0.385769
3.04342 3.04329 0.385764
3.04339 3.04324 0.38576
3.04337 3.04319 0.385755
3.04334 3.04314 0.385751
3.04331 3.0431 0.385746
3.04329 3.04305 0.385743
3.04326 3.04301 0.385739
3.04324 3.04297 0.385736
3.04322 3.04293 0.385734
3.04321 3.0429 0.385732
3.04319 3.04288 0.385731
3.04318 3.04286 0.385731
3.04318 3.04286 0.385732
3.04318 3.04285 0.385734
3.04318 3.04286 0.385736
3.04319 3.04288 0.38574
3.0432 3.0429 0.385745
3.04321 3.04293 0.385751
3.04323 3.04298 0.385758
3.04325 3.04303 0.385765
3.04328 3.04308 0.385774
3.0433 3.04315 0.385783
3.04333 3.04322 0.385794
3.04337 3.0433 0.385805
3.0434 3.04339 0.385816
3.04344 3.04348 0.385828
3.04348 3.04358 0.385841
3.04351 3.04368 0.385853
3.04355 3.04379 0.385865
3.04359 3.04389 0.385877
3.04363 3.04399 0.385889
3.04366 3.04409 0.3859
3.04369 3.04418 0.38591
3.04372 3.04426 0.385918
3.04374 3.04434 0.385925
3.04375 3.0444 0.385931
3.04376 3.04445 0.385935
3.04376 3.04449 0.385936
3.04375 3.04451 0.385935
3.04373 3.0445 0.385931
3.0437 3.04448 0.385924
3.04366 3.04444 0.385914
3.04361 3.04436 0.385901
3.04355 3.04427 0.385884
3.04347 3.04414 0.385864
3.04338 3.04399 0.38584
3.04328 3.0438 0.385812
3.04316 3.04359 0.385781
3.04303 3.04334 0.385746
3.04288 3.04307 0.385707
3.04272 3.04276 0.385665
3.04255 3.04243 0.385619
3.04237 3.04207 0.38557
3.04217 3.04168 0.385519
3.04197 3.04127 0.385465
3.04176 3.04084 0.385409
3.04154 3.0404 0.385352
3.04131 3.03993 0.385294
3.04108 3.03946 0.385235
3.04085 3.03899 0.385176
3.04062 3.03851 0.385119
3.0404 3.03804 0.385063
3.04018 3.03757 0.385009
3.03996 3.03713 0.384959
3.03976 3.0367 0.384913
3.03957 3.03631 0.384871
3.0394 3.03595 0.384836
3.03925 3.03563 0.384807
3.03912 3.03537 0.384785
3.03901 3.03515 0.384771
3.03892 3.035 0.384767
3.03887 3.03491 0.384772
3.03885 3.03489 0.384787
3.03885 3.03495 0.384812
3.0389 3.03509 0.384849
3.03897 3.03531 0.384897
3.03908 3.03562 0.384957
3.03923 3.03601 0.385028
3.03941 3.03649 0.385111
3.03963 3.03705 0.385205
3.03988 3.0377 0.385309
3.04016 3.03842 0.385424
3.04047 3.03922 0.385548
3.04081 3.04008 0.38568
3.04117 3.04101 0.385819
3.04155 3.04198 0.385965
3.04194 3.04299 0.386115
3.04234 3.04403 0.386268
3.04275 3.04509 0.386422
3.04315 3.04615 0.386575
3.04354 3.04719 0.386727
3.04392 3.04821 0.386873
3.04428 3.04919 0.387014
3.04461 3.05011 0.387146
3.0449 3.05095 0.387267
3.04514 3.05171 0.387375
3.04534 3.05236 0.387469
3.04548 3.05289 0.387546
3.04555 3.05329 0.387605
3.04555 3.05355 0.387643
3.04547 3.05364 0.387658
3.04531 3.05356 0.38765
3.04506 3.0533 0.387616
3.04472 3.05285 0.387554
3.04428 3.05219 0.387465
3.04374 3.05133 0.387346
3.04309 3.05025 0.387197
3.04234 3.04896 0.387017
3.04149 3.04744 0.386805
3.04053 3.0457 0.386561
3.03947 3.04373 0.386285
3.03831 3.04154 0.385977
3.03705 3.03912 0.385638
3.0357 3.03649 0.385269
3.03426 3.03364 0.38487
3.03274 3.03059 0.384444
3.03115 3.02735 0.383991
3.0295 3.02392 0.383515
3.02779 3.02034 0.383019
3.02605 3.0166 0.382505
3.02428 3.01275 0.381979
3.0225 3.00881 0.381444
3.02072 3.0048 0.380907
3.01897 3.00078 0.380372
3.01725 2.99677 0.379848
3.0156 2.99284 0.37934
3.01402 2.98903 0.378857
3.01254 2.98541 0.378408
3.01119 2.98203 0.378001
3.00998 2.97896 0.377645
3.00893 2.97628 0.377349
3.00807 2.97405 0.377122
3.00741 2.97234 0.376973
3.00698 2.97123 0.37691
3.00678 2.97076 0.376939
3.00682 2.971 0.377067
3.00713 2.97199 0.377297
3.0077 2.97375 0.377633
3.00853 2.97632 0.378074
3.00963 2.97969 0.378618
3.01098 2.98383 0.379263
3.01257 2.98872 0.380001
3.01439 2.99431 0.380825
3.01642 3.0005 0.381724
3.01862 3.00723 0.382687
3.02099 3.01437 0.383699
3.02347 3.0218 0.384746
3.02604 3.02941 0.385814
3.02865 3.03705 0.386885
3.03128 3.04458 0.387946
3.03387 3.05187 0.388981
3.03637 3.05879 0.389975
3.03875 3.06522 0.390915
3.04096 3.07104 0.391788
3.04293 3.07615 0.392585
3.04464 3.08048 0.393295
3.04603 3.08394 0.393911
3.04706 3.08649 0.394424
3.04768 3.08808 0.394831
3.04786 3.0887 0.395127
3.04757 3.08832 0.395308
3.04678 3.08695 0.395373
3.04547 3.0846 0.39532
3.04361 3.08129 0.395149
3.0412 3.07705 0.394859
3.03823 3.07191 0.39445
3.0347 3.06592 0.393922
3.03061 3.05911 0.393275
3.02597 3.05152 0.392508
3.02078 3.04319 0.391621
3.01507 3.03415 0.39061
3.00884 3.02443 0.389474
3.00211 3.01401 0.388209
2.9949 3.00291 0.386809
2.98724 2.99108 0.385269
2.97913 2.97848 0.383582
2.97062 2.96504 0.381741
2.96172 2.95065 0.379738
2.95246 2.9352 0.377566
2.94288 2.91857 0.37522
2.93299 2.90062 0.372697
2.92285 2.88125 0.369997
2.91248 2.86035 0.367128
2.90193 2.8379 0.364101
2.89125 2.81393 0.360939
2.8805 2.78858 0.357674
2.86976 2.7621 0.354349
2.85913 2.73485 0.351021
2.84875 2.70734 0.347761
2.83876 2.68018 0.344655
2.82938 2.6541 0.3418
2.82082 2.62991 0.339309
2.81332 2.60845 0.337298
2.80713 2.59057 0.335888
2.80248 2.5771 0.335193
2.79952 2.56872 0.335309
2.79832 2.566 0.336301
2.79885 2.56933 0.338197
2.801 2.57892 0.340974
2.80464 2.5948 0.344561
2.80965 2.61682 0.348841
2.816 2.64463 0.353667
2.82375 2.67759 0.358873
2.833 2.71479 0.364293
2.84385 2.75503 0.369773
2.85626 2.79692 0.375182
2.8701 2.83901 0.380409
2.88506 2.87993 0.385373
2.90067 2.91856 0.390012
2.91643 2.95403 0.394285
2.93176 2.98576 0.398165
2.94615 3.01344 0.401636
2.95915 3.03692 0.404692
2.9704 3.0562 0.407329
2.97966 3.07138 0.409553
2.98676 3.08261 0.411371
2.99162 3.09007 0.412792
2.99421 3.09396 0.413829
2.99455 3.09451 0.414494
2.99269 3.09195 0.414801
2.98872 3.08652 0.414763
