% ./projectseries.x -T0 0 -T1 400 -bd UBbasis/ -Nb 4 -d data/uUB5 -ul uUB5 -o uUB5.asc 
% forcing dissipation energy
3.10783 3.1281 0.392391
3.11026 3.13026 0.392801
3.11207 3.13237 0.393163
3.1134 3.13506 0.393443
3.1145 3.13844 0.393613
3.11566 3.14211 0.393662
3.11703 3.14529 0.393604
3.11857 3.14716 0.393463
3.12005 3.14717 0.393267
3.12113 3.1453 0.393029
3.12155 3.14212 0.392743
3.12118 3.13859 0.392383
3.12013 3.13552 0.391912
3.11867 3.13319 0.391301
3.11716 3.13126 0.39054
3.11587 3.12896 0.389642
3.11484 3.12537 0.38864
3.11392 3.11969 0.38757
3.11282 3.11174 0.386456
3.11123 3.10214 0.385304
3.10897 3.09206 0.384097
3.10609 3.08261 0.382813
3.1029 3.07436 0.381439
3.09978 3.06711 0.379988
3.09709 3.05998 0.378498
3.095 3.05163 0.377027
3.09341 3.04106 0.375635
3.09207 3.02855 0.374373
3.0907 3.0158 0.37327
3.08924 3.00515 0.372338
3.08796 2.99834 0.371591
3.08737 2.99583 0.371059
3.08792 2.99667 0.370793
3.08987 2.9989 0.370859
3.09308 3.00062 0.371317
3.09713 3.00149 0.372202
3.10157 3.00343 0.373502
3.10628 3.00972 0.375167
3.11172 3.02296 0.377129
3.1187 3.04346 0.379338
3.12788 3.0691 0.38178
3.13922 3.09629 0.384462
3.15186 3.12162 0.387383
3.16443 3.14352 0.390497
3.17578 3.16304 0.393702
3.18554 3.18302 0.396848
3.19424 3.20595 0.399784
3.20294 3.23215 0.402405
3.21252 3.25965 0.404685
3.22316 3.28543 0.406678
3.23422 3.30673 0.408476
3.24452 3.32199 0.410161
3.25298 3.33155 0.411768
3.25901 3.3377 0.413267
3.26272 3.34385 0.41457
3.26473 3.35289 0.415563
3.26591 3.36552 0.41615
3.26692 3.37992 0.416286
3.26801 3.39286 0.415993
3.26894 3.40132 0.415334
3.26915 3.40359 0.414371
3.26808 3.39996 0.413127
3.2654 3.39247 0.411556
3.26105 3.38367 0.40954
3.25521 3.37475 0.40692
3.24809 3.36485 0.40353
3.23965 3.35225 0.399224
3.22956 3.3346 0.393888
3.21753 3.30747 0.387449
3.20347 3.26509 0.379922
3.18707 3.20422 0.371432
3.16753 3.12762 0.362195
3.14413 3.04264 0.352465
3.11712 2.95528 0.342506
3.08777 2.86741 0.332597
3.05774 2.77998 0.32304
3.02838 2.69516 0.314159
3.00078 2.61535 0.306298
2.97594 2.54305 0.299812
2.95464 2.48094 0.295025
2.93672 2.43082 0.29217
2.92068 2.39241 0.29136
2.90397 2.36385 0.292575
2.88416 2.34356 0.295676
2.85996 2.33126 0.300415
2.83152 2.32756 0.306461
2.8 2.333 0.313441
2.76687 2.34713 0.320983
2.73347 2.36827 0.328734
2.7009 2.39393 0.33639
2.67009 2.42198 0.343703
2.64184 2.45174 0.350508
2.61669 2.48477 0.356723
2.59483 2.52493 0.36235
2.57592 2.57619 0.367441
2.55929 2.63881 0.372088
2.54445 2.70958 0.376399
2.53175 2.78626 0.380445
2.52278 2.87008 0.384185
2.52049 2.96389 0.387419
2.52909 3.06771 0.389789
2.55379 3.1757 0.390811
2.59983 3.27724 0.389917
2.66997 3.35944 0.386526
2.76112 3.40735 0.380287
2.8639 3.40724 0.371484
2.96527 3.36449 0.361211
3.05204 3.30641 0.350905
3.11537 3.24777 0.34169
3.15201 3.17582 0.334269
3.16112 3.08704 0.329099
3.14271 3.00466 0.326266
3.10004 2.93918 0.325256
3.04281 2.87875 0.325093
2.9835 2.81907 0.324876
2.93288 2.77652 0.324
2.90081 2.77019 0.322198
2.89021 2.80561 0.319787
2.89553 2.85105 0.317767
2.90651 2.86167 0.317448
2.91062 2.84297 0.319611
2.8975 2.8079 0.324253
2.86434 2.76284 0.330807
2.81836 2.71581 0.338302
2.77313 2.67459 0.34556
2.73994 2.64712 0.351451
2.72144 2.63776 0.355166
2.71372 2.6446 0.356384
2.71265 2.6642 0.355206
2.71617 2.6918 0.351969
2.72371 2.71608 0.347145
2.73545 2.72639 0.341355
2.7512 2.71952 0.33531
2.76918 2.69657 0.329717
2.78588 2.6616 0.325137
2.79746 2.62144 0.321851
2.80122 2.58378 0.319801
2.79626 2.55476 0.318653
2.78337 2.53641 0.317943
2.76455 2.52682 0.317238
2.74269 2.52426 0.31623
2.72123 2.52722 0.314788
2.70356 2.53185 0.313004
2.69214 2.53276 0.311205
2.68781 2.52697 0.309906
2.6895 2.51639 0.309718
2.69499 2.50583 0.311208
2.70191 2.49953 0.314765
2.70851 2.5005 0.320479
2.71411 2.51168 0.328105
2.71919 2.53595 0.337141
2.72493 2.57448 0.346991
2.73262 2.62578 0.357115
2.74326 2.68648 0.367099
2.7574 2.75289 0.376664
2.77513 2.82214 0.385626
2.79611 2.89242 0.393865
2.81967 2.96242 0.401293
2.84485 3.03068 0.407849
2.87061 3.09519 0.413494
2.89585 3.15355 0.418209
2.91966 3.20355 0.421994
2.94135 3.24379 0.424864
2.96056 3.27417 0.426843
2.97728 3.29593 0.427964
2.99174 3.31148 0.428266
3.00424 3.32408 0.427794
3.01499 3.33742 0.426587
3.024 3.35457 0.424657
3.03108 3.37658 0.421975
3.03599 3.40146 0.418442
3.0386 3.42453 0.413882
3.03894 3.43966 0.408034
3.0372 3.44009 0.400575
3.03356 3.41895 0.391216
3.02819 3.37002 0.379917
3.02143 3.28962 0.367179
3.01402 3.18327 0.354076
3.00687 3.06828 0.341745
3.00044 2.95947 0.330825
2.99451 2.86154 0.321431
2.98838 2.778 0.313425
2.98093 2.71136 0.306646
2.97076 2.65537 0.301011
2.95649 2.60477 0.296465
2.93708 2.55995 0.29285
2.9113 2.52043 0.289852
2.87673 2.4832 0.287055
2.83075 2.44626 0.284047
2.77327 2.40648 0.280592
2.7076 2.35735 0.276824
2.6387 2.29596 0.273266
2.57116 2.22689 0.2706
2.50842 2.16122 0.269306
2.45301 2.11243 0.269406
2.40697 2.08918 0.270496
2.37164 2.09083 0.271986
2.34703 2.1098 0.273362
2.33156 2.13652 0.274293
2.32249 2.16243 0.274597
2.31682 2.18202 0.274158
2.31196 2.19327 0.27287
2.30612 2.19581 0.270635
2.29817 2.18873 0.267417
2.28748 2.17025 0.263289
2.27369 2.1391 0.258445
2.25675 2.09611 0.253181
2.23686 2.04477 0.247843
2.21441 1.99021 0.242776
2.18979 1.93748 0.238272
2.16345 1.89061 0.234527
2.13591 1.85215 0.23162
2.10785 1.82298 0.229517
2.08005 1.80221 0.228104
2.05328 1.78778 0.227248
2.02814 1.77773 0.226843
2.00505 1.77121 0.226823
1.98426 1.76867 0.227153
1.96601 1.77126 0.227801
1.95066 1.78008 0.228716
1.9387 1.79576 0.229808
1.93067 1.81817 0.230943
1.92696 1.84626 0.23195
1.92773 1.87788 0.232648
1.93273 1.90979 0.23287
1.94134 1.93789 0.232484
1.95246 1.95779 0.231402
1.96452 1.966 0.229585
1.97547 1.96092 0.227042
1.98307 1.94296 0.223848
1.9853 1.91422 0.220168
1.98084 1.87804 0.216296
1.96963 1.83825 0.212676
1.95306 1.79842 0.209875
1.93397 1.76227 0.208456
1.91592 1.73415 0.208773
1.90216 1.71886 0.21081
1.89466 1.72112 0.21418
1.89421 1.74264 0.218286
1.90083 1.77776 0.222576
1.91401 1.81645 0.22669
1.93246 1.85187 0.230438
1.95386 1.88176 0.233692
1.97519 1.90489 0.236334
1.9932 1.92042 0.238252
2.00533 1.92943 0.239355
2.01026 1.93352 0.23963
2.00791 1.93228 0.239206
1.99913 1.92436 0.2384
1.98561 1.91047 0.237704
1.9701 1.89307 0.237701
1.9566 1.87427 0.238915
1.94944 1.85633 0.241631
1.95091 1.84358 0.24578
1.95941 1.84121 0.251
1.97074 1.85071 0.256807
1.9812 1.86822 0.262769
1.98912 1.88866 0.268582
1.99465 1.91 0.274078
1.9989 1.93236 0.279199
2.00337 1.95502 0.283984
2.00938 1.97622 0.288539
2.01763 1.99469 0.292999
2.02796 2.01067 0.297486
2.03945 2.0257 0.302072
2.05091 2.04179 0.306775
2.06138 2.06059 0.311558
2.07039 2.08274 0.316354
2.07801 2.10794 0.32108
2.08464 2.13535 0.325658
2.09082 2.16422 0.330022
2.09704 2.19421 0.334124
2.10366 2.22557 0.337933
2.11087 2.25896 0.34144
2.11869 2.29519 0.344653
2.12701 2.33501 0.347601
2.13568 2.37904 0.350328
2.14456 2.42794 0.352882
2.15361 2.48256 0.355303
2.16295 2.54401 0.3576
2.17291 2.61351 0.359725
2.18403 2.69186 0.361545
2.1971 2.77871 0.362808
2.21312 2.87136 0.363102
2.23331 2.96317 0.361852
2.25909 3.04164 0.35838
2.29211 3.08833 0.35212
2.33412 3.08601 0.343008
2.38633 3.03388 0.331865
2.4484 2.95516 0.320291
2.51762 2.88019 0.30983
2.58871 2.82005 0.301231
2.65423 2.76843 0.294576
2.7054 2.72504 0.289755
2.73341 2.68549 0.286646
2.73257 2.63681 0.284994
2.70522 2.57614 0.284294
2.66106 2.51708 0.283834
2.61102 2.48107 0.282755
2.56338 2.476 0.280417
2.52182 2.47095 0.277071
2.48679 2.43323 0.27403
2.4577 2.36477 0.272846
2.43369 2.29758 0.27425
2.41492 2.25726 0.277911
2.40337 2.24689 0.283034
2.40114 2.2598 0.28882
2.40705 2.28768 0.294581
2.41636 2.32481 0.299732
2.42391 2.36792 0.303765
2.42668 2.41342 0.306249
2.42362 2.45857 0.306856
2.41442 2.49781 0.305403
