% ./projectseries.x -T0 0 -T1 400 -bd UBbasis/ -Nb 4 -d data/uUB5 -ul uUB5 -o uUB5.asc 
% forcing dissipation energy
3.04371 3.04567 0.385843
3.04375 3.04519 0.385821
3.04378 3.04486 0.3858
3.04381 3.04465 0.385781
3.04385 3.04452 0.385762
3.04391 3.04441 0.385745
3.04398 3.04425 0.385731
3.04405 3.044 0.385719
3.0441 3.0437 0.385709
3.04412 3.04341 0.385698
3.04412 3.04321 0.385686
3.04413 3.04312 0.385671
3.04416 3.04314 0.385652
3.04423 3.04318 0.385633
3.04435 3.04318 0.385614
3.04448 3.04309 0.3856
3.04461 3.0429 0.38559
3.04471 3.04268 0.385585
3.04478 3.04251 0.385584
3.04483 3.04246 0.385583
3.04488 3.04257 0.385581
3.04497 3.04281 0.38558
3.0451 3.0431 0.385581
3.0453 3.04336 0.385589
3.04552 3.04355 0.385605
3.04575 3.04367 0.385632
3.04596 3.04379 0.385668
3.04613 3.04401 0.38571
3.04629 3.04439 0.385754
3.04645 3.04496 0.385798
3.04665 3.04569 0.385841
3.04691 3.04646 0.385883
3.04724 3.04717 0.385929
3.04761 3.04775 0.38598
3.04797 3.0482 0.386037
3.04828 3.04859 0.386097
3.04853 3.04902 0.386155
3.04873 3.0496 0.386204
3.04891 3.05035 0.38624
3.04913 3.05121 0.38626
3.04941 3.05205 0.386266
3.04976 3.05272 0.386261
3.05013 3.05313 0.386251
3.05049 3.05324 0.386237
3.05076 3.05316 0.386217
3.05093 3.05304 0.386187
3.05101 3.05301 0.386138
3.05105 3.05314 0.386067
3.05111 3.05336 0.385972
3.05125 3.05355 0.385857
3.05148 3.05351 0.385729
3.05177 3.05312 0.385596
3.05205 3.05237 0.385463
3.05226 3.05138 0.385332
3.05237 3.05036 0.385199
3.05238 3.04953 0.385057
3.05238 3.04901 0.384903
3.05245 3.04876 0.384738
3.05267 3.04862 0.38457
3.05305 3.04836 0.384409
3.05358 3.04783 0.384269
3.05418 3.04701 0.384157
3.05476 3.04609 0.384077
3.05529 3.04537 0.384024
3.05579 3.04516 0.383992
3.05636 3.04564 0.383977
3.05711 3.04676 0.383979
3.05814 3.04827 0.38401
3.05948 3.04984 0.384081
3.06105 3.05124 0.384208
3.06274 3.05243 0.384397
3.06443 3.05368 0.384646
3.06607 3.05541 0.384944
3.0677 3.05802 0.385276
3.06946 3.06166 0.38563
3.0715 3.06618 0.386004
3.07392 3.07113 0.386404
3.0767 3.07599 0.386842
3.07969 3.08037 0.38733
3.08268 3.08423 0.387869
3.08548 3.0879 0.388445
3.08804 3.09195 0.389035
3.09042 3.09683 0.389611
3.09283 3.10265 0.39015
3.09546 3.10905 0.390643
3.09843 3.11537 0.3911
3.10164 3.12089 0.391535
3.10488 3.12514 0.391965
