% ./projectseries.x -T0 0 -T1 400 -bd UBbasis/ -Nb 4 -d data/uUB1 -ul uUB1 -o uUB1.asc 
% forcing dissipation energy
3.03514 3.0287 0.383535
3.03359 3.02473 0.383063
3.03206 3.02088 0.382595
3.03055 3.01709 0.382136
3.0291 3.01338 0.381693
3.02774 3.0098 0.381272
3.0265 3.00643 0.38088
3.02541 3.00333 0.380526
3.02449 3.00054 0.380216
3.02376 2.99811 0.379959
3.02322 2.99609 0.379764
3.02289 2.99456 0.379638
3.02278 2.99359 0.379589
3.02294 2.99327 0.379623
3.02337 2.99364 0.379745
3.02411 2.99476 0.379959
3.02517 2.99666 0.38027
3.02656 2.99936 0.380678
3.02828 3.00288 0.381186
3.03034 3.00721 0.38179
3.03271 3.01235 0.382489
3.03537 3.01824 0.383277
3.03831 3.02485 0.384147
3.0415 3.03208 0.385091
3.04489 3.03984 0.386098
3.04844 3.04805 0.387154
3.05213 3.05658 0.388248
3.0559 3.06531 0.389362
3.05971 3.07412 0.390483
3.06352 3.08286 0.391594
3.06727 3.0914 0.39268
3.0709 3.09959 0.393726
3.07437 3.1073 0.394718
3.07761 3.11439 0.395642
3.08057 3.12075 0.396486
3.08317 3.12628 0.39724
3.08538 3.1309 0.397895
3.08714 3.13456 0.398442
3.08842 3.13719 0.398875
3.08917 3.13877 0.399188
3.08938 3.13929 0.399377
3.08901 3.13873 0.399439
3.08806 3.13712 0.399372
3.08651 3.13445 0.399173
3.08436 3.13077 0.39884
3.08159 3.1261 0.398373
3.07821 3.12046 0.397769
3.07422 3.11388 0.397025
3.06962 3.10639 0.396139
3.0644 3.09799 0.395105
3.05859 3.08869 0.393917
3.05219 3.07846 0.392569
3.0452 3.06726 0.391052
3.03764 3.05503 0.389353
3.02952 3.04167 0.387463
3.02085 3.02704 0.385366
3.01164 3.01098 0.383051
3.00192 2.99329 0.380503
2.99169 2.97375 0.377711
2.98098 2.95216 0.374669
2.96979 2.92831 0.371375
2.95817 2.90206 0.367836
2.94613 2.87336 0.364069
2.93373 2.84231 0.360106
2.92102 2.80914 0.355994
2.9081 2.77428 0.351799
2.89508 2.73835 0.347603
2.88214 2.70214 0.343513
2.8695 2.66662 0.33965
2.85744 2.63283 0.336156
2.84626 2.60188 0.333188
2.8363 2.57487 0.330912
2.82785 2.55282 0.329489
2.82113 2.5366 0.329065
2.81622 2.52689 0.329749
2.813 2.52411 0.331591
2.81125 2.52853 0.334569
2.81072 2.54022 0.338585
2.81123 2.55911 0.343471
2.81284 2.58493 0.349015
2.81579 2.61711 0.354987
2.8205 2.65472 0.361161
2.82739 2.69643 0.367343
2.83676 2.74063 0.373371
2.84862 2.78559 0.379127
2.86267 2.82969 0.384526
2.87836 2.87158 0.389514
2.89491 2.91024 0.394059
2.91151 2.94496 0.398144
2.92733 2.97528 0.401764
2.94172 3.00097 0.404919
2.95415 3.02192 0.407611
2.96429 3.03813 0.409847
2.97193 3.04966 0.411636
2.97699 3.05665 0.412988
2.97945 3.05925 0.413916
2.97935 3.05765 0.414437
2.97676 3.05208 0.414568
2.97178 3.04278 0.414328
2.96454 3.03 0.413738
2.9552 3.01403 0.412817
2.94393 2.99517 0.411587
2.93095 2.97374 0.41007
2.91646 2.95014 0.408286
2.90069 2.9248 0.40626
2.88384 2.8982 0.404017
2.86609 2.8709 0.401588
2.84759 2.8435 0.399001
2.82847 2.81665 0.396293
2.80884 2.79106 0.393495
2.7888 2.76746 0.390641
2.76845 2.74661 0.387757
2.74793 2.72927 0.384859
2.72738 2.71618 0.381948
2.70699 2.70802 0.378999
2.68697 2.70526 0.375948
2.66757 2.70799 0.372684
2.64902 2.71568 0.369026
2.63151 2.72678 0.364717
2.61519 2.73831 0.359433
2.6002 2.74556 0.352825
2.58678 2.74222 0.344645
2.57534 2.72203 0.334911
2.56653 2.68213 0.324055
2.56095 2.6257 0.312911
2.55888 2.5602 0.302457
2.56011 2.49144 0.293464
2.56408 2.42151 0.286325
2.5701 2.35593 0.281116
2.5774 2.30504 0.277708
2.58513 2.27301 0.275872
2.59243 2.25741 0.275334
2.59845 2.25487 0.275764
2.60219 2.26204 0.276768
2.60216 2.27549 0.277928
2.59653 2.29352 0.278878
2.58396 2.31418 0.279418
2.56434 2.32913 0.27965
2.53871 2.32942 0.279975
2.50878 2.31418 0.280876
2.4765 2.2914 0.282679
2.44369 2.27147 0.285449
2.41188 2.26132 0.289066
2.38206 2.26358 0.293316
2.35469 2.27843 0.297937
2.32972 2.30533 0.30263
2.30687 2.34341 0.307066
2.28598 2.39024 0.310933
2.26722 2.44025 0.31402
2.25144 2.4862 0.316302
2.24046 2.52394 0.317924
2.23732 2.55533 0.319067
2.24603 2.58643 0.319778
2.2704 2.62336 0.319914
2.31264 2.66668 0.319258
2.37319 2.70712 0.3177
2.44936 2.73063 0.315349
2.53249 2.73066 0.312406
2.61204 2.71373 0.308995
2.68187 2.6946 0.305224
2.73928 2.68283 0.30133
2.78601 2.68286 0.297634
2.83038 2.69764 0.294445
2.8803 2.72256 0.292082
2.93428 2.74741 0.290852
2.98091 2.76161 0.290974
3.00547 2.75731 0.292485
2.99722 2.72902 0.295177
2.95374 2.67568 0.298621
2.88184 2.60418 0.302283
2.79461 2.52805 0.305691
2.70632 2.46273 0.308628
2.62784 2.42422 0.311187
2.56477 2.42949 0.313565
2.51727 2.462 0.3159
2.48049 2.47935 0.318412
2.44603 2.48548 0.321198
2.40687 2.50437 0.323883
2.36352 2.53818 0.325685
2.32325 2.57293 0.325807
2.29532 2.59544 0.323763
2.28968 2.59351 0.319412
2.31222 2.56728 0.313182
2.35803 2.5331 0.306078
2.41554 2.49089 0.299372
2.46857 2.44238 0.294261
2.50754 2.41127 0.291387
2.53335 2.40081 0.290999
2.54619 2.39968 0.293291
2.54455 2.40259 0.298258
2.53098 2.40964 0.305455
2.51494 2.42282 0.314024
2.50898 2.44456 0.322914
2.52075 2.47494 0.331221
2.54891 2.51157 0.338493
2.5867 2.55423 0.344765
2.62716 2.6046 0.350357
2.66516 2.65811 0.355668
2.69727 2.70413 0.361069
2.72161 2.73738 0.366811
2.73777 2.76172 0.372927
2.7465 2.78394 0.379228
2.74933 2.80833 0.385385
2.74809 2.83536 0.39106
2.74457 2.863 0.396004
2.74018 2.88846 0.400098
2.73585 2.90917 0.403339
2.7321 2.92364 0.405808
2.72925 2.93189 0.407613
2.7275 2.93507 0.408856
2.72704 2.9346 0.409612
2.72807 2.9317 0.409927
2.73069 2.92717 0.409824
2.73485 2.92138 0.409321
2.7403 2.91432 0.408439
2.74661 2.90581 0.407205
2.75318 2.8956 0.405655
2.75936 2.88354 0.40383
2.7645 2.86957 0.401767
2.76809 2.85373 0.399501
2.76971 2.83612 0.397057
2.76914 2.81686 0.394451
2.76627 2.79612 0.391695
2.76109 2.77404 0.388793
2.75366 2.75074 0.385744
2.74409 2.72638 0.382546
2.73254 2.70109 0.379195
2.7192 2.67511 0.375681
2.7043 2.64873 0.371993
2.68815 2.62245 0.368107
2.67104 2.59696 0.363989
2.65331 2.57321 0.359585
2.6353 2.55222 0.354815
2.61728 2.53471 0.349579
2.59951 2.52028 0.343764
2.58223 2.50703 0.337276
2.56566 2.49217 0.330072
2.55005 2.47337 0.322192
2.53568 2.44963 0.313773
2.52286 2.42106 0.305055
2.51196 2.38822 0.296363
2.50335 2.3518 0.288083
2.49741 2.31297 0.28061
2.49452 2.27394 0.2743
2.49502 2.23774 0.269444
2.4991 2.20742 0.266275
2.50652 2.18475 0.264961
2.51637 2.16945 0.265571
2.5268 2.16017 0.268001
2.53533 2.15634 0.271933
2.53942 2.15942 0.276857
2.53727 2.1734 0.282173
2.52805 2.20481 0.287303
2.51181 2.25626 0.2918
2.48909 2.31701 0.295468
2.46065 2.3709 0.298433
2.4274 2.4075 0.301031
2.39031 2.425 0.303616
2.35045 2.42964 0.306391
2.30925 2.43118 0.309384
2.26896 2.43819 0.312536
2.23331 2.45888 0.315725
2.20779 2.49955 0.318687
2.19965 2.55932 0.321
2.2169 2.63097 0.322252
2.26549 2.70819 0.322302
2.34531 2.78693 0.321317
2.45052 2.85528 0.319518
2.57464 2.90528 0.317013
2.71065 2.94964 0.313891
2.8482 2.99247 0.310331
2.97731 3.04155 0.306466
3.09429 3.10107 0.30239
3.19885 3.16 0.298331
3.28706 3.20016 0.294639
3.35038 3.20922 0.291611
3.37994 3.18128 0.289376
3.37056 3.11528 0.287928
3.3225 3.01488 0.287201
3.24143 2.8881 0.287079
3.13713 2.75106 0.287433
3.02116 2.62516 0.288251
2.90388 2.5316 0.289706
2.79287 2.49376 0.291962
2.6934 2.50103 0.295067
2.60823 2.51502 0.299044
2.53507 2.5231 0.303631
2.4692 2.53922 0.308059
2.41197 2.56432 0.311212
2.36778 2.58025 0.312525
2.33779 2.58911 0.312277
2.32531 2.59981 0.310286
2.33593 2.61475 0.306037
2.36891 2.62432 0.300194
2.41463 2.60205 0.294143
2.4545 2.54133 0.288901
2.47871 2.48414 0.284991
2.49302 2.4587 0.28289
2.50421 2.44196 0.283227
2.51559 2.42022 0.286607
2.52759 2.39843 0.293213
2.53883 2.38602 0.302543
2.54705 2.3888 0.313525
2.54883 2.40408 0.324914
2.54104 2.42734 0.335593
2.5237 2.46277 0.344722
2.50047 2.51582 0.351851
2.47608 2.58536 0.356946
2.45428 2.66834 0.360238
2.43713 2.75836 0.362103
2.42531 2.8377 0.36302
2.42043 2.89623 0.363477
2.43085 2.94859 0.363611
2.4738 3.00491 0.362889
2.55955 3.06241 0.360286
2.66987 3.1112 0.355194
2.77977 3.12155 0.348234
2.87319 3.06963 0.341309
2.93691 3.00978 0.336288
2.97237 2.98106 0.333907
2.98609 2.97299 0.334365
2.97913 2.97274 0.337616
2.95339 2.97237 0.343177
2.91984 2.96634 0.35005
2.89734 2.95283 0.356896
2.8976 2.93658 0.362428
2.91343 2.92274 0.365869
2.92907 2.91647 0.367147
2.93555 2.91947 0.366593
2.93165 2.90728 0.364558
2.91848 2.87166 0.361246
2.89705 2.83796 0.356614
2.86853 2.81114 0.350573
2.83455 2.77852 0.343255
2.79679 2.72803 0.335018
2.75652 2.65351 0.326333
2.71462 2.56269 0.317614
2.6723 2.47541 0.309074
2.63151 2.40509 0.300715
2.59454 2.35119 0.292451
2.56325 2.30552 0.284286
2.53841 2.25793 0.276429
2.51948 2.20346 0.269292
2.50555 2.14678 0.263385
2.49686 2.0967 0.259189
2.49458 2.0589 0.257057
2.49872 2.03395 0.257149
2.50647 2.01925 0.259405
2.51323 2.01244 0.263575
2.5153 2.01303 0.269291
2.51138 2.02119 0.276149
2.50209 2.0363 0.283766
2.48886 2.05701 0.291815
2.47314 2.08164 0.300038
2.45611 2.10862 0.308236
2.43868 2.13672 0.316256
2.4215 2.16519 0.323978
2.40512 2.1937 0.331312
2.39001 2.22232 0.338187
2.37663 2.25123 0.344551
2.36533 2.28048 0.350365
2.3564 2.30982 0.355607
2.34993 2.33874 0.360268
2.34592 2.36661 0.364352
2.34421 2.39288 0.367871
2.34457 2.41711 0.370846
2.3467 2.43902 0.373304
2.35025 2.45845 0.375276
2.35483 2.47539 0.3768
2.36006 2.49005 0.377917
2.36555 2.50278 0.378673
2.37091 2.51417 0.379112
2.37585 2.52497 0.379284
2.38012 2.53614 0.379236
2.38356 2.54884 0.379015
2.38614 2.56444 0.378668
2.38795 2.58457 0.378231
2.38925 2.61111 0.377723
2.39049 2.64611 0.377128
2.39242 2.69163 0.376359
2.39608 2.74926 0.37522
2.40281 2.81927 0.373345
2.41421 2.899 0.370164
2.43193 2.98057 0.364946
2.45762 3.0492 0.357031
2.49283 3.08601 0.346283
2.53842 3.07855 0.333589
2.59281 3.03148 0.320843
2.65056 2.95847 0.310043
2.70383 2.86259 0.302336
2.74553 2.75717 0.297914
2.7714 2.67624 0.296331
2.77983 2.62881 0.29686
2.77198 2.60764 0.298664
2.75274 2.60749 0.300768
2.72895 2.62806 0.302125
2.70524 2.66433 0.30189
2.68276 2.69978 0.299877
2.6623 2.70659 0.296922
2.64546 2.67126 0.294666
2.63294 2.60962 0.294586
