   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	
   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	
   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	
   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	   1.0000000000000000e+00	
   5.0000000000000000e+00	   1.3206204801308183e-01	   3.6467345996809855e-02	   2.8166825337829421e-01	
   6.0000000000000000e+00	   1.2167439079402531e-01	   4.0425738320668918e-02	   2.9343989217867283e-01	
   7.0000000000000000e+00	   9.9231682531261897e-02	   1.8513422956394649e-02	   2.7964908587787241e-01	
   8.0000000000000000e+00	   1.0264315971918182e-01	   2.8666833339431451e-02	   2.0520619357060918e-01	
   9.0000000000000000e+00	   9.0086318946926161e-02	   1.6431378275884284e-02	   2.7699914211866339e-01	
   1.0000000000000000e+01	   1.4188213322723425e-01	   3.2812930498067126e-02	   4.0984617902480108e-01	
   1.1000000000000000e+01	   1.2947971042048761e-01	   3.0295221282386462e-02	   3.1232920363280992e-01	
   1.2000000000000000e+01	   1.1246737860183494e-01	   4.2738562559948221e-02	   2.3558576374439183e-01	
   1.3000000000000000e+01	   1.0373021159059503e-01	   1.7384427953249140e-02	   1.9784958015204734e-01	
   1.4000000000000000e+01	   1.1773404223605868e-01	   1.1544237544573462e-02	   2.8609134948097109e-01	
   1.5000000000000000e+01	   1.0499339147038592e-01	   1.8064326104976016e-02	   2.3879168973760909e-01	
   1.6000000000000000e+01	   1.0585187395250341e-01	   4.4049519372644584e-02	   1.8861674431459172e-01	
   1.7000000000000000e+01	   1.1351527984974449e-01	   4.0692283572717189e-02	   2.4155639625892950e-01	
   1.8000000000000000e+01	   1.2263597989530209e-01	   3.8595859282450580e-02	   2.7565249945589915e-01	
   1.9000000000000000e+01	   2.3361262850642214e-01	   8.1240936931253435e-02	   5.9723458143123653e-01	
   2.0000000000000000e+01	   5.9603687715232473e-02	   3.0681354291178957e-02	   9.1212616746563002e-02	
   2.1000000000000000e+01	   6.5286920126820289e-02	   3.2170209370807293e-02	   9.5911666624549446e-02	
   2.2000000000000000e+01	   9.5506745750449623e-02	   3.7306475230985015e-02	   1.9603314751920151e-01	
   2.3000000000000000e+01	   1.5197159307319502e-01	   3.2307800858979024e-02	   4.0567576298532260e-01	
   2.4000000000000000e+01	   9.9029716138575571e-02	   1.7291404990023178e-02	   2.9600745310891002e-01	
   2.5000000000000000e+01	   1.0617158215343447e-01	   4.1734874731939604e-02	   2.7396826551228803e-01	
   2.6000000000000000e+01	   8.4359683924033313e-02	   1.3693641293383104e-02	   1.7995931635538465e-01	
   2.7000000000000000e+01	   9.7410548300727415e-02	   3.2376180002814149e-02	   2.3390670903600358e-01	
   2.8000000000000000e+01	   9.7815037773387986e-02	   3.0774607711000108e-02	   1.9770599787498375e-01	
   2.9000000000000000e+01	   1.1195399840871113e-01	   3.2621154394511451e-02	   1.9488977205649985e-01	
   3.0000000000000000e+01	   9.9209666486275647e-02	   1.6413463924958918e-02	   1.8175135517625476e-01	
   3.1000000000000000e+01	   8.6405010563885817e-02	   2.3271513813389252e-02	   1.9270639435324882e-01	
   3.2000000000000000e+01	   1.0326750261618793e-01	   1.7352857798976024e-02	   2.3670896261454968e-01	
   3.3000000000000000e+01	   1.0072587211330909e-01	   1.8895936103189109e-02	   1.7349810288942979e-01	
   3.4000000000000000e+01	   9.4024433714215636e-02	   3.9888460004088175e-02	   2.3976228804154079e-01	
   3.5000000000000000e+01	   1.0122575389722016e-01	   1.9950283312871287e-02	   1.8702120583506504e-01	
   3.6000000000000000e+01	   1.0965655207778233e-01	   1.7882934992287533e-02	   2.9076682742536819e-01	
   3.7000000000000000e+01	   1.9146738817584524e-02	   7.1920056035300294e-03	   3.8694917528390681e-02	
   3.8000000000000000e+01	   9.7590294529592503e-02	   4.3758245896264536e-02	   2.1995739291452951e-01	
   3.9000000000000000e+01	   1.1532082923599381e-01	   1.4906529673356064e-02	   2.8708686811122081e-01	
   4.0000000000000000e+01	   9.3199675899501622e-02	   4.1168408081726837e-02	   1.7372041498335683e-01	
   4.1000000000000000e+01	   1.1424672490862565e-01	   1.9065453943181387e-02	   2.7038837173950592e-01	
   4.2000000000000000e+01	   1.0852348212535518e-01	   2.2409325658782432e-02	   2.1943566955102053e-01	
   4.3000000000000000e+01	   1.0949412540403505e-01	   3.4615158597457119e-02	   2.7710163563090456e-01	
   4.4000000000000000e+01	   1.0045759183698079e-01	   4.2186555106709066e-02	   2.1842203490595749e-01	
   4.5000000000000000e+01	   1.1794146654081612e-01	   3.8594699098411379e-02	   2.8357601942128824e-01	
   4.6000000000000000e+01	   1.0044270345635968e-01	   3.0324622480599892e-02	   1.8018159392967645e-01	
   4.7000000000000000e+01	   9.2103576328521064e-02	   2.1058583846688843e-02	   1.5820472038785477e-01	
   4.8000000000000000e+01	   9.4799621774463896e-02	   2.1403668619190654e-02	   2.8475704559319259e-01	
   4.9000000000000000e+01	   8.1891101840703584e-02	   3.4460056183722013e-02	   2.0116967691928961e-01	
   5.0000000000000000e+01	   2.3359296429430304e-01	   8.1206325096749868e-02	   5.9723452429761459e-01	
   5.1000000000000000e+01	   7.4174059309059751e-02	   1.4505329562028768e-02	   1.4151654574645231e-01	
   5.2000000000000000e+01	   7.0712857026183351e-02	   1.4205987674811399e-02	   1.3349859835390940e-01	
   5.3000000000000000e+01	   1.1806564570120494e-01	   5.3618019558943172e-02	   2.8767655932969816e-01	
   5.4000000000000000e+01	   1.3736728053587008e-01	   6.1760800331835633e-02	   3.0504732690525960e-01	
   5.5000000000000000e+01	   9.8051037501501709e-02	   1.8054944940621976e-02	   2.9551155057971190e-01	
   5.6000000000000000e+01	   1.0106627183147654e-01	   4.5161867276956452e-02	   2.7822095323350204e-01	
   5.7000000000000000e+01	   8.0392965882103276e-02	   3.3056592231654532e-02	   2.0101483291772113e-01	
   5.8000000000000000e+01	   9.3664197026466001e-02	   1.8455135483037035e-02	   2.1705222888239514e-01	
   5.9000000000000000e+01	   5.7542857201563061e-02	   1.0794226296973438e-02	   1.1252282012398722e-01	
   6.0000000000000000e+01	   9.3613118436825057e-02	   2.0699208203296963e-02	   1.9567985475256688e-01	
   6.1000000000000000e+01	   9.7230000157798840e-02	   3.1730256257826009e-02	   2.0913774552075812e-01	
   6.2000000000000000e+01	   8.5759217454623102e-02	   3.3900805242957764e-02	   1.6447905105704105e-01	
   6.3000000000000000e+01	   9.7074341393095037e-02	   3.0540047890233624e-02	   1.9785843519538071e-01	
   6.4000000000000000e+01	   1.4694052898911533e-01	   6.0922334835204782e-02	   3.0052094103771732e-01	
   6.5000000000000000e+01	   9.5932248459042371e-02	   2.2569647167384434e-02	   1.7688978043790965e-01	
   6.6000000000000000e+01	   3.4489022319007044e-02	   1.9028967474365607e-02	   4.9011025193264106e-02	
   6.7000000000000000e+01	   9.6262619836047447e-02	   3.3789719109979556e-02	   2.3043476385716968e-01	
   6.8000000000000000e+01	   1.0072376906445293e-01	   2.3587266410403422e-02	   2.6090333712996833e-01	
   6.9000000000000000e+01	   2.5408382528142138e-02	   8.6387294646735578e-03	   5.4969604216048781e-02	
   7.0000000000000000e+01	   1.0556883122864594e-01	   2.1717261848939212e-02	   2.3064199629539026e-01	
   7.1000000000000000e+01	   8.6714246438048370e-02	   3.1993959480912104e-02	   1.9658407771549757e-01	
   7.2000000000000000e+01	   1.0116589719526241e-01	   1.9701666028711508e-02	   1.8558831413782814e-01	
   7.3000000000000000e+01	   7.4574690943454147e-02	   1.6981509752518140e-02	   1.8972864021775965e-01	
   7.4000000000000000e+01	   6.1766520855130055e-02	   1.2048800250798030e-02	   1.6678713297760472e-01	
   7.5000000000000000e+01	   1.0016302549224823e-01	   2.0419770803992255e-02	   1.7373569613487555e-01	
   7.6000000000000000e+01	   9.9288883641271128e-02	   1.6323688521361082e-02	   1.8064259083847850e-01	
   7.7000000000000000e+01	   9.4827596602146638e-02	   1.9844569935276179e-02	   1.9969900433018753e-01	
   7.8000000000000000e+01	   8.9528991346016509e-02	   1.3617496029011586e-02	   1.9254129963194858e-01	
   7.9000000000000000e+01	   2.8213406001373779e-02	   1.4758317883351073e-02	   5.8191099785865577e-02	
   8.0000000000000000e+01	   1.1631103444739400e-01	   3.7473984006336031e-02	   2.7390217187592941e-01	
   8.1000000000000000e+01	   8.6648023901279889e-02	   3.4162484918051100e-02	   1.6908381875242254e-01	
   8.2000000000000000e+01	   9.1773379348489975e-02	   1.5873153483471753e-02	   2.6950815096525388e-01	
   8.3000000000000000e+01	   5.9035067990356217e-02	   1.5903898797104448e-02	   1.6661335479081021e-01	
   8.4000000000000000e+01	   1.0705419141851596e-01	   2.4926985054528773e-02	   2.7146043412706378e-01	
   8.5000000000000000e+01	   9.9808941038231000e-02	   1.7920431014033265e-02	   1.7281060564380096e-01	
   8.6000000000000000e+01	   1.0203319936832060e-01	   4.0767992522967735e-02	   2.7993141775529445e-01	
   8.7000000000000000e+01	   9.4617216463866213e-02	   1.9708494503087936e-02	   1.7172066567230462e-01	
   8.8000000000000000e+01	   9.1218952672421250e-02	   2.8511951381073417e-02	   1.9932273536540610e-01	
   8.9000000000000000e+01	   9.2459914633015963e-02	   3.9862567657891694e-02	   2.4616909539626528e-01	
   9.0000000000000000e+01	   1.0090003633244095e-01	   1.9884859353205445e-02	   1.8551408259494279e-01	
   9.1000000000000000e+01	   9.1706730669898109e-02	   1.4041332505391120e-02	   2.7087846345411948e-01	
   9.2000000000000000e+01	   8.4892357650132394e-02	   3.1637673865514276e-02	   1.8447861076017499e-01	
   9.3000000000000000e+01	   9.1193725669101194e-02	   1.6703071298293962e-02	   1.6461351017412770e-01	
   9.4000000000000000e+01	   8.5778246278281595e-02	   2.4008575514589355e-02	   1.5550146153210018e-01	
   9.5000000000000000e+01	   8.4213792541027344e-02	   2.8435845353928339e-02	   1.9653008891403018e-01	
   9.6000000000000000e+01	   8.9166736853115894e-02	   2.4811434238022574e-02	   1.6821583511735450e-01	
   9.7000000000000000e+01	   7.5632724863776965e-02	   1.2473696623426334e-02	   1.8263994450344578e-01	
   9.8000000000000000e+01	   8.5197895103610768e-02	   1.4565310550091824e-02	   2.5071322077885416e-01	
   9.9000000000000000e+01	   7.5836835017546400e-02	   1.4233799736498931e-02	   2.1488778209421242e-01	
   1.0000000000000000e+02	   1.3906984091711466e-01	   3.0923497509450830e-02	   4.0162972577339501e-01	
   1.0100000000000000e+02	   4.3326131562790193e-02	   1.3206390445517207e-02	   7.8676139785957083e-02	
   1.0200000000000000e+02	   1.2214803043130527e-01	   3.9455115494130957e-02	   2.7642341382088548e-01	
   1.0300000000000000e+02	   1.0609484407045819e-01	   1.9694601297810879e-02	   2.3139144153797492e-01	
   1.0400000000000000e+02	   8.7891843797727465e-02	   3.4053716705240697e-02	   1.9008520807716917e-01	
   1.0500000000000000e+02	   8.9938139940546558e-02	   1.6496306621124633e-02	   1.4727590433433052e-01	
   1.0600000000000000e+02	   7.5413381184262301e-02	   1.6125141191513637e-02	   1.5611942326680670e-01	
   1.0700000000000000e+02	   9.0413814124300676e-02	   3.9952802367924194e-02	   1.8611101027078855e-01	
   1.0800000000000000e+02	   1.4809307722301840e-01	   6.4608972231773365e-02	   3.1496447575320557e-01	
   1.0900000000000000e+02	   9.4799079672305928e-02	   1.5718004019107414e-02	   2.7119058064587165e-01	
   1.1000000000000000e+02	   8.6344269386077754e-02	   3.5524439947180256e-02	   1.8248788306795502e-01	
   1.1100000000000000e+02	   9.6349014516752624e-02	   1.5368626959220599e-02	   1.9543835745415036e-01	
   1.1200000000000000e+02	   9.4765647569015884e-02	   3.5638308761259639e-02	   1.6469548955784985e-01	
   1.1300000000000000e+02	   8.4110740841266685e-02	   2.5238096171340606e-02	   1.5050078869480993e-01	
   1.1400000000000000e+02	   8.8964683152560189e-02	   1.5304986098390438e-02	   2.2263032751697512e-01	
   1.1500000000000000e+02	   1.1079313495777060e-01	   3.0501839162119189e-02	   2.1405147232878696e-01	
   1.1600000000000000e+02	   7.9889807569712937e-02	   1.4285725636908931e-02	   1.9234398288702756e-01	
   1.1700000000000000e+02	   9.0790538479533445e-02	   1.6855115309431776e-02	   1.9495079192464435e-01	
   1.1800000000000000e+02	   9.2014789745302278e-02	   7.5279419966537585e-03	   2.5610708079762962e-01	
   1.1900000000000000e+02	   8.0565953897318396e-02	   2.0436282805548767e-02	   1.9931962655827401e-01	
   1.2000000000000000e+02	   6.9316156894795519e-02	   2.6488309802451048e-02	   1.7090108922676328e-01	
   1.2100000000000000e+02	   8.8549475915828083e-02	   1.5275714178127786e-02	   2.4923963945553618e-01	
   1.2200000000000000e+02	   7.9553757430773239e-02	   2.1286905554018895e-02	   2.0698366866500340e-01	
   1.2300000000000000e+02	   9.6996632920050549e-02	   1.4916883412845937e-02	   1.9397228647338083e-01	
   1.2400000000000000e+02	   4.3502414502899892e-02	   1.5331980025791876e-02	   7.5287857671088837e-02	
   1.2500000000000000e+02	   7.9740738927991897e-02	   1.8334576106690054e-02	   2.0450784153369791e-01	
   1.2600000000000000e+02	   4.1339454681134889e-02	   1.5752991073575646e-02	   7.4719106300094304e-02	
   1.2700000000000000e+02	   7.9508665968779979e-02	   1.8567887504418689e-02	   2.0429709389433959e-01	
   1.2800000000000000e+02	   9.6530572762575567e-02	   2.8731976646475046e-02	   2.2149581952539726e-01	
   1.2900000000000000e+02	   6.6431027643527707e-02	   1.5705831704748183e-02	   1.5104206782701499e-01	
   1.3000000000000000e+02	   9.1388208833228970e-02	   2.2742312869530153e-02	   1.9567363907167387e-01	
   1.3100000000000000e+02	   8.7448413608604461e-02	   1.8837725114127905e-02	   1.9159092584988530e-01	
   1.3200000000000000e+02	   8.3542809541879079e-02	   1.4815905340711460e-02	   1.8974580808532338e-01	
   1.3300000000000000e+02	   8.0403425133599174e-02	   2.0273029644019763e-02	   1.7439863725436069e-01	
   1.3400000000000000e+02	   8.7028529128556492e-02	   2.6477512367697020e-02	   2.1131049814085889e-01	
   1.3500000000000000e+02	   9.0559691711072185e-02	   1.9497677020205214e-02	   2.3672210847750175e-01	
   1.3600000000000000e+02	   1.0540983380869057e-01	   4.0856183288647513e-02	   2.8739924529537270e-01	
   1.3700000000000000e+02	   8.0622347980088105e-02	   1.7848340054966948e-02	   1.7532818987199925e-01	
   1.3800000000000000e+02	   9.7500861573672770e-02	   3.6870191104365201e-02	   2.0777130238109240e-01	
