1.287902863701389622e+00 9.269818795854103399e-01
9.269818795854103399e-01 1.155615926510488167e+00
1.155615926510488167e+00 1.037281841978586527e+00
1.037281841978586527e+00 1.250610730673976212e+00
1.250610730673976212e+00 9.532537877217511779e-01
9.532537877217511779e-01 1.194190119731534772e+00
1.194190119731534772e+00 9.994157651255897168e-01
9.994157651255897168e-01 1.362896931535161560e+00
1.362896931535161560e+00 8.814167712246242514e-01
8.814167712246242514e-01 1.108946195961511894e+00
1.108946195961511894e+00 1.094405482118654183e+00
1.094405482118654183e+00 1.116243925697584682e+00
1.116243925697584682e+00 1.084330794463526315e+00
1.084330794463526315e+00 1.133088933712821156e+00
1.133088933712821156e+00 1.062873413623193208e+00
1.062873413623193208e+00 1.175816283777405991e+00
1.175816283777405991e+00 1.016658492348627263e+00
1.016658492348627263e+00 1.383390788996398557e+00
1.383390788996398557e+00 8.703168966161366482e-01
8.703168966161366482e-01 1.099150898760192785e+00
1.099150898760192785e+00 1.108828917033708228e+00
1.108828917033708228e+00 1.094571790400202582e+00
1.094571790400202582e+00 1.115978863879530270e+00
1.115978863879530270e+00 1.084687681825493577e+00
1.084687681825493577e+00 1.132463619207328298e+00
1.132463619207328298e+00 1.063630478621194975e+00
1.063630478621194975e+00 1.174097433448015870e+00
1.174097433448015870e+00 1.018340664131754281e+00
1.018340664131754281e+00 1.364354996338079218e+00
1.364354996338079218e+00 8.806100281698554522e-01
8.806100281698554522e-01 1.108224598185507670e+00
1.108224598185507670e+00 1.095431043483834355e+00
1.095431043483834355e+00 1.114615532318585567e+00
1.114615532318585567e+00 1.086533720201666053e+00
1.086533720201666053e+00 1.129264769064888707e+00
1.129264769064888707e+00 1.067547779984882705e+00
1.067547779984882705e+00 1.165495051873959298e+00
1.165495051873959298e+00 1.026955217277709664e+00
1.026955217277709664e+00 1.299060008862183091e+00
1.299060008862183091e+00 9.196416290166513630e-01
9.196416290166513630e-01 1.146915464636802273e+00
1.146915464636802273e+00 1.046802561748624960e+00
1.046802561748624960e+00 1.217957172880369310e+00
1.217957172880369310e+00 9.788646409744377053e-01
9.788646409744377053e-01 1.254693959972466244e+00
1.254693959972466244e+00 9.502348341438687784e-01
9.502348341438687784e-01 1.188955666785500576e+00
1.188955666785500576e+00 1.004196854819563667e+00
1.004196854819563667e+00 1.424040856172682945e+00
1.424040856172682945e+00 8.497086164768121730e-01
8.497086164768121730e-01 1.081295003165174906e+00
1.081295003165174906e+00 1.138502396818831475e+00
1.138502396818831475e+00 1.056433045520407177e+00
1.056433045520407177e+00 1.191282165146245520e+00
1.191282165146245520e+00 1.002059584271064674e+00
1.002059584271064674e+00 1.391895224225810690e+00
1.391895224225810690e+00 8.658564168679907525e-01
8.658564168679907525e-01 1.095272524068967357e+00
1.095272524068967357e+00 1.114866275323213918e+00
1.114866275323213918e+00 1.086192880191115817e+00
1.086192880191115817e+00 1.129850955313714378e+00
1.129850955313714378e+00 1.066824282173903349e+00
1.066824282173903349e+00 1.167048677383728084e+00
1.167048677383728084e+00 1.025374483892747657e+00
1.025374483892747657e+00 1.308549710435194413e+00
1.308549710435194413e+00 9.135670987888023786e-01
9.135670987888023786e-01 1.140171129629348856e+00
1.140171129629348856e+00 1.054487397898633549e+00
1.054487397898633549e+00 1.196288128407262619e+00
1.196288128407262619e+00 9.975269579751060434e-01
9.975269579751060434e-01 1.346424385380381228e+00
1.346424385380381228e+00 8.907219924940574796e-01
8.907219924940574796e-01 1.117425841535783171e+00
1.117425841535783171e+00 1.082747309671729496e+00
1.082747309671729496e+00 1.135891204995141068e+00
1.135891204995141068e+00 1.059514532860097891e+00
1.059514532860097891e+00 1.183684202991314161e+00
1.183684202991314161e+00 1.009114656262638743e+00
1.009114656262638743e+00 1.885902908595296523e+00
1.885902908595296523e+00 6.955064687115999345e-01
6.955064687115999345e-01 9.060942821558390925e-01
9.060942821558390925e-01 1.132337143308982830e+00
1.132337143308982830e+00 1.063783942980334851e+00
1.063783942980334851e+00 1.173751323741174302e+00
1.173751323741174302e+00 1.018680914608926180e+00
1.018680914608926180e+00 1.360889541102177303e+00
1.360889541102177303e+00 8.825318610139619713e-01
8.825318610139619713e-01 1.109946712409140890e+00
1.109946712409140890e+00 1.092992594012938357e+00
1.092992594012938357e+00 1.118511759105626169e+00
1.118511759105626169e+00 1.081303643156479755e+00
1.081303643156479755e+00 1.138486742877729663e+00
1.138486742877729663e+00 1.056451383348781192e+00
1.056451383348781192e+00 1.191235783536878978e+00
1.191235783536878978e+00 1.002101999771535246e+00
1.002101999771535246e+00 1.392438810569523788e+00
1.392438810569523788e+00 8.655741031195967050e-01
8.655741031195967050e-01 1.095027716272549689e+00
1.095027716272549689e+00 1.115254188194349183e+00
1.115254188194349183e+00 1.085666756960443458e+00
1.085666756960443458e+00 1.130759699929459572e+00
1.130759699929459572e+00 1.065707726052350202e+00
1.065707726052350202e+00 1.169476892614813579e+00
1.169476892614813579e+00 1.022926257913059578e+00
1.022926257913059578e+00 1.324985499844598236e+00
1.324985499844598236e+00 9.033902569366581981e-01
9.033902569366581981e-01 1.129609362466120981e+00
1.129609362466120981e+00 1.067122155201178479e+00
1.067122155201178479e+00 1.166407175027472709e+00
1.166407175027472709e+00 1.026025811460374859e+00
1.026025811460374859e+00 1.304545663246131193e+00
1.304545663246131193e+00 9.161117976253149164e-01
9.161117976253149164e-01 1.142951259579554568e+00
1.142951259579554568e+00 1.051285557755601729e+00
1.051285557755601729e+00 1.204920025494777169e+00
1.204920025494777169e+00 9.899135833288699171e-01
9.899135833288699171e-01 1.298707601330125083e+00
1.298707601330125083e+00 9.198701404947845495e-01
9.198701404947845495e-01 1.147176682466078956e+00
1.147176682466078956e+00 1.046510462324612201e+00
1.046510462324612201e+00 1.218850258786589702e+00
1.218850258786589702e+00 9.781263657470318229e-01
9.781263657470318229e-01 1.252335793995515312e+00
1.252335793995515312e+00 9.519737604087036287e-01
9.519737604087036287e-01 1.191937836487984681e+00
1.191937836487984681e+00 1.001460814355119355e+00
1.001460814355119355e+00 1.384530597777812400e+00
1.384530597777812400e+00 8.697142657464440596e-01
8.697142657464440596e-01 1.098625562707244985e+00
1.098625562707244985e+00 1.109635077318245733e+00
1.109635077318245733e+00 1.093431550526550611e+00
1.093431550526550611e+00 1.117804110164647424e+00
1.117804110164647424e+00 1.082243215506561107e+00
1.082243215506561107e+00 1.136793015307379973e+00
1.136793015307379973e+00 1.058445117412429637e+00
1.058445117412429637e+00 1.186277515699186047e+00
1.186277515699186047e+00 1.006682098574124717e+00
1.006682098574124717e+00 1.484492493987309203e+00
1.484492493987309203e+00 8.220428171968632292e-01
8.220428171968632292e-01 1.056589912776841889e+00
1.056589912776841889e+00 1.190885872664577239e+00
1.190885872664577239e+00 1.002422242316721057e+00
1.002422242316721057e+00 1.396644892701769392e+00
1.396644892701769392e+00 8.634007980033869822e-01
8.634007980033869822e-01 1.093145037271765707e+00
1.093145037271765707e+00 1.118265685401543141e+00
1.118265685401543141e+00 1.081629854335826257e+00
1.081629854335826257e+00 1.137896780549254805e+00
1.137896780549254805e+00 1.057143676077613170e+00
1.057143676077613170e+00 1.189495312457452769e+00
1.189495312457452769e+00 1.003699324935533488e+00
1.003699324935533488e+00 1.415533445668661461e+00
1.415533445668661461e+00 8.538769815196401991e-01
8.538769815196401991e-01 1.084908976880962106e+00
1.084908976880962106e+00 1.132077018053862183e+00
1.132077018053862183e+00 1.064099937567148046e+00
1.064099937567148046e+00 1.173041093813464553e+00
1.173041093813464553e+00 1.019380748920319490e+00
1.019380748920319490e+00 1.354096339136636740e+00
1.354096339136636740e+00 8.863438469816031784e-01
8.863438469816031784e-01 1.113397044639777622e+00
1.113397044639777622e+00 1.088198625301775913e+00
1.088198625301775913e+00 1.126429456149466546e+00
1.126429456149466546e+00 1.071084197335165689e+00
1.071084197335165689e+00 1.158112403315847194e+00
1.158112403315847194e+00 1.034625835387425363e+00
1.034625835387425363e+00 1.261383491278617264e+00
1.261383491278617264e+00 9.453687430502075717e-01
9.453687430502075717e-01 1.181044606190533530e+00
1.181044606190533530e+00 1.011617617778549194e+00
1.011617617778549194e+00 1.481883032052218496e+00
1.481883032052218496e+00 8.231714689046336630e-01
8.231714689046336630e-01 1.057634832380436540e+00
1.057634832380436540e+00 1.188272766939301839e+00
1.188272766939301839e+00 1.004828007696255909e+00
1.004828007696255909e+00 1.436069435852329823e+00
1.436069435852329823e+00 8.439373215924014238e-01
8.439373215924014238e-01 1.076263062463585829e+00
1.076263062463585829e+00 1.147875940155850039e+00
1.147875940155850039e+00 1.045730505065178617e+00
1.045730505065178617e+00 1.221263598232326997e+00
1.221263598232326997e+00 9.761427867371692546e-01
9.761427867371692546e-01 1.246258742077694270e+00
1.246258742077694270e+00 9.565134837197910578e-01
9.565134837197910578e-01 1.200161524167901117e+00
1.200161524167901117e+00 9.940797513762390514e-01
9.940797513762390514e-01 1.321989339281843368e+00
1.321989339281843368e+00 9.052141773997350871e-01
9.052141773997350871e-01 1.131443594351130733e+00
1.131443594351130733e+00 1.064871453777594512e+00
