4.525760052931232513e-01 0.000000000000000000e+00 5.071650764670854183e-02 3.193874012785151428e-02 3.659319619000029888e+00
4.516883095433885664e-01 0.000000000000000000e+00 1.995557404492281917e-02 3.903047409608287333e-02 7.354705330000001595e+00
4.533265523461225688e-01 0.000000000000000000e+00 7.672488728492193877e-02 2.501675972265545583e-02 7.352048054000078992e+00
4.514251164425089891e-01 0.000000000000000000e+00 1.083525832523579702e-02 4.092386574752091000e-02 1.468643152399999963e+01
4.521111986636255908e-01 0.000000000000000000e+00 3.460976626384110189e-02 3.579207680549022913e-02 1.468911964799997349e+01
4.529376367020930272e-01 0.000000000000000000e+00 6.324796311775637836e-02 2.871550423861587292e-02 1.468237135999993370e+01
4.536134312999582918e-01 0.000000000000000000e+00 8.666597853530511042e-02 2.212677934082233483e-02 1.468110422900008416e+01
4.505885785804124577e-01 0.000000000000000000e+00 -1.815292331134671366e-02 4.636157383186956249e-02 1.852889370299999428e+01
4.506180021098357691e-01 0.000000000000000000e+00 -1.713332258081340376e-02 4.618456975663794151e-02 1.848446097099997587e+01
4.519509671755282398e-01 0.000000000000000000e+00 2.905733439993890554e-02 3.704823615745021087e-02 1.837317131399998971e+01
4.519801164980272734e-01 0.000000000000000000e+00 3.006743315753457324e-02 3.682239621676363511e-02 1.840435379400003058e+01
4.522857388336150031e-01 0.000000000000000000e+00 4.065803063988798760e-02 3.438217719683092644e-02 1.838330619999999271e+01
4.523148018186589625e-01 0.000000000000000000e+00 4.166513758331258366e-02 3.414313337549201854e-02 1.839468661900002644e+01
4.530530569137837249e-01 0.000000000000000000e+00 6.724756936706283161e-02 2.764347519091151645e-02 1.835766720200001600e+01
4.530818878148377693e-01 0.000000000000000000e+00 6.824663400522124057e-02 2.737234816171179447e-02 1.841179205900004945e+01
