4.525314710044480715e-01 0.000000000000000000e+00 4.917328036714835315e-02 3.232178617628132800e-02
4.511045678955027394e-01 0.000000000000000000e+00 -2.725706505762870435e-04 3.897918446762016487e-02
4.533343589857433686e-01 0.000000000000000000e+00 7.699540736243620787e-02 2.494363875104672890e-02
4.501813259778800758e-01 0.000000000000000000e+00 -3.226527010290974884e-02 4.871085062106465802e-02
4.520979254576307782e-01 0.000000000000000000e+00 3.414981564628788435e-02 2.363251760230634935e-02
4.551300405449230646e-01 0.000000000000000000e+00 1.392203771546050572e-01 4.272585236732226455e-03
4.551638242416235491e-01 0.000000000000000000e+00 1.403910688598848933e-01 8.567186691076547622e-03
4.515798202723660948e-01 0.000000000000000000e+00 1.619614265930879871e-02 4.090344037156498636e-02
4.521043954941144638e-01 0.000000000000000000e+00 3.437401899832076557e-02 3.584614767313210049e-02
4.529412926197688982e-01 0.000000000000000000e+00 6.337465003826414645e-02 2.894567514618985593e-02
4.536173425346264332e-01 0.000000000000000000e+00 8.680151284417542135e-02 2.210238622569973832e-02
4.505986588049100683e-01 0.000000000000000000e+00 -1.780361768883498286e-02 4.716573276602518960e-02
4.525281906047747271e-01 0.000000000000000000e+00 4.905960610818244083e-02 3.216334824709431162e-02
4.519515211995094872e-01 0.000000000000000000e+00 2.907653275129412629e-02 3.704395474580855774e-02
4.519821120383825663e-01 0.000000000000000000e+00 3.013658374700878273e-02 3.680689204440758255e-02
4.522875739756932467e-01 0.000000000000000000e+00 4.072162301783477378e-02 3.418282652916945080e-02
4.523028245701191108e-01 0.000000000000000000e+00 4.125009521415023972e-02 3.474621288455778667e-02
4.530472817162952692e-01 0.000000000000000000e+00 6.704744396764267256e-02 2.813155130030568080e-02
4.530443049978285508e-01 0.000000000000000000e+00 6.694429304106247480e-02 2.757801268693712421e-02
4.545897810468539912e-01 0.000000000000000000e+00 1.204990004297490924e-01 1.263433527183728533e-02
4.544917668397093213e-01 0.000000000000000000e+00 1.171025568634597724e-01 1.294980240225421936e-02
4.512151373441280477e-01 0.000000000000000000e+00 3.558944222133153534e-03 4.236996190670683921e-02
4.525314772975001509e-01 0.000000000000000000e+00 4.917349843753743288e-02 3.232184779389037088e-02
4.518443927642893931e-01 0.000000000000000000e+00 2.536425781514234368e-02 3.930280339850135418e-02
4.520585543338856427e-01 0.000000000000000000e+00 3.278550526887158423e-02 3.593797153731938254e-02
4.525313053037472999e-01 0.000000000000000000e+00 4.916753841304455364e-02 3.232336331682478248e-02
4.525204315843668890e-01 0.000000000000000000e+00 4.879073615848200651e-02 3.237514945775719216e-02
4.527441224049805757e-01 0.000000000000000000e+00 5.654219659104825491e-02 3.041913804847130171e-02
4.528089210039539791e-01 0.000000000000000000e+00 5.878763417606086561e-02 3.024572095719105236e-02
4.528894061809616844e-01 0.000000000000000000e+00 6.157665190719396886e-02 2.870426280491626680e-02
4.531833619714787376e-01 0.000000000000000000e+00 7.176297369217377042e-02 2.640733105700464323e-02
4.537403788683077033e-01 0.000000000000000000e+00 9.106503724666070720e-02 1.978194988865620424e-02
4.538452908987839485e-01 0.000000000000000000e+00 9.470050807602198306e-02 2.101072674309474586e-02
4.524471308380460521e-01 0.000000000000000000e+00 4.625067737008470292e-02 3.240137176679844938e-02
4.527105261070848985e-01 0.000000000000000000e+00 5.537799873480814261e-02 3.054037247513994441e-02
4.515224551387684304e-01 0.000000000000000000e+00 1.420829370747755949e-02 6.013644642179814814e-02
4.515378057427253955e-01 0.000000000000000000e+00 1.474023149045028402e-02 4.025717091145331744e-02
4.519362231547350839e-01 0.000000000000000000e+00 2.854641627874893173e-02 2.847837282195592179e-02
4.519668198185484709e-01 0.000000000000000000e+00 2.960666912357973191e-02 3.775205038321098605e-02
4.519974019414882971e-01 0.000000000000000000e+00 3.066641808986020346e-02 3.793758350543540575e-02
4.525115737347599199e-01 0.000000000000000000e+00 4.848378895985422377e-02 3.248285978848665378e-02
4.525314710046448030e-01 0.000000000000000000e+00 4.917328037396678786e-02 3.232178617587625619e-02
4.524552135217538851e-01 0.000000000000000000e+00 4.653076308293718766e-02 3.297076711776343594e-02
4.526621246286115507e-01 0.000000000000000000e+00 5.370076341404517173e-02 3.149146696707223747e-02
4.525343133586029465e-01 0.000000000000000000e+00 4.927177522584019753e-02 3.231122166673363466e-02
4.530224136523938738e-01 0.000000000000000000e+00 6.618570179674160281e-02 2.793017471939127777e-02
4.530624121323453823e-01 0.000000000000000000e+00 6.757175167512469161e-02 2.755564563567312886e-02
4.525900156800746199e-01 0.000000000000000000e+00 5.120200347439030075e-02 3.053694965899428349e-02
4.534849548966815580e-01 0.000000000000000000e+00 8.221394177409097059e-02 2.343842106198132380e-02
4.535000040160740986e-01 0.000000000000000000e+00 8.273543234395980273e-02 2.484376513178696011e-02
