4.655706347115570187e-01 4.885220440460742025e-02 3.361921388672264865e-02 3.641511977143613521e+00
5.243517588467245805e-01 7.977802547509729378e-03 4.007610367008109659e-02 7.345941186270516177e+00
4.754464240335807279e-01 7.345521622495385095e-02 2.712805516996857208e-02 7.345941186209929086e+00
4.391862594871644432e-01 -3.209292147634187908e-02 4.951628071395740294e-02 1.108726868281885203e+01
4.493009573360683961e-01 -3.483686418521184797e-02 4.870679062670231485e-02 1.109183661175688584e+01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
