       0.00877236       0.00616453       0.65789974      -1.49133003      -1.39398110      -1.42433536       0.42238343      -0.02629188      -0.15320127      -0.33495861      -0.09586158      -0.01984821       0.02149926      -0.02267035      -0.01884465      -0.01125741
       0.01756798       0.01040908       0.65013325      -1.49994886      -1.39536464      -1.41016078       0.42815119      -0.03016096      -0.15848963      -0.33436766      -0.09349559      -0.01847024       0.02095692      -0.02324665      -0.01888239      -0.01098623
       0.02638731       0.01463960       0.64225852      -1.50889218      -1.39671361      -1.39559817       0.43394139      -0.03425584      -0.16388148      -0.33372027      -0.09105821      -0.01709578       0.02037594      -0.02383600      -0.01890965      -0.01070699
       0.03523080       0.01885363       0.63427323      -1.51815772      -1.39801681      -1.38064599       0.43974194      -0.03858292      -0.16937211      -0.33301044      -0.08854927      -0.01572820       0.01975479      -0.02443742      -0.01892540      -0.01041974
       0.04409887       0.02304861       0.62617540      -1.52774322      -1.39926267      -1.36530268       0.44554028      -0.04314858      -0.17495646      -0.33223203      -0.08596871      -0.01437100       0.01909199      -0.02504983      -0.01892858      -0.01012454
       0.05299195       0.02722196       0.61796272      -1.53764558      -1.40043914      -1.34956706       0.45132360      -0.04795915      -0.18062921      -0.33137879      -0.08331661      -0.01302779       0.01838612      -0.02567204      -0.01891812      -0.00982149
       0.06191041       0.03137102       0.60963279      -1.54786193      -1.40153372      -1.33343768       0.45707873      -0.05302089      -0.18638468      -0.33044425      -0.08059325      -0.01170233       0.01763582      -0.02630278      -0.01889296      -0.00951075
       0.07085463       0.03549305       0.60118353      -1.55838919      -1.40253341      -1.31691420       0.46279189      -0.05833996      -0.19221678      -0.32942200      -0.07779906      -0.01039852       0.01683978      -0.02694067      -0.01885199      -0.00919252
       0.07982494       0.03958527       0.59261250      -1.56922376      -1.40342498      -1.29999566       0.46844909      -0.06392241      -0.19811909      -0.32830548      -0.07493472      -0.00912040       0.01599680      -0.02758424      -0.01879416      -0.00886704
       0.08882166       0.04364483       0.58391738      -1.58036208      -1.40419447      -1.28268170       0.47403583      -0.06977411      -0.20408477      -0.32708791      -0.07200111      -0.00787212       0.01510576      -0.02823188      -0.01871840      -0.00853461
       0.09784506       0.04766880       0.57509577      -1.59180081      -1.40482807      -1.26497233       0.47953737      -0.07590079      -0.21010657      -0.32576260      -0.06899937      -0.00665797       0.01416566      -0.02888189      -0.01862364      -0.00819560
       0.10689537       0.05165418       0.56614512      -1.60353541      -1.40531087      -1.24686778       0.48493841      -0.08230797      -0.21617682      -0.32432282      -0.06593084      -0.00548237       0.01317561      -0.02953246      -0.01850886      -0.00785042
       0.11597282       0.05559791       0.55706298      -1.61556172      -1.40562832      -1.22836852       0.49022326      -0.08900092      -0.22228743      -0.32276174      -0.06279720      -0.00434986       0.01213485      -0.03018167      -0.01837304      -0.00749955
       0.12507758       0.05949688       0.54784697      -1.62787545      -1.40576494      -1.20947587       0.49537587      -0.09598463      -0.22842984      -0.32107255      -0.05960042      -0.00326508       0.01104278      -0.03082747      -0.01821521      -0.00714355
       0.13420974       0.06334787       0.53849465      -1.64047146      -1.40570533      -1.19019151       0.50037986      -0.10326380      -0.23459500      -0.31924838      -0.05634276      -0.00223279       0.00989894      -0.03146770      -0.01803442      -0.00678302
       0.14336938       0.06714762       0.52900350      -1.65334427      -1.40543330      -1.17051744       0.50521827      -0.11084281      -0.24077344      -0.31728262      -0.05302683      -0.00125784       0.00870308      -0.03210009      -0.01782980      -0.00641867
       0.15255654       0.07089282       0.51937127      -1.66648912      -1.40493226      -1.15045607       0.50987387      -0.11872560      -0.24695516      -0.31516850      -0.04965557      -0.00034517       0.00745511      -0.03272225      -0.01760051      -0.00605125
       0.16177116       0.07458005       0.50959545      -1.67989993      -1.40418577      -1.13001072       0.51432908      -0.12691575      -0.25312960      -0.31289941      -0.04623230       0.00050021       0.00615515      -0.03333169      -0.01734578      -0.00568160
       0.17101319       0.07820585       0.49967378      -1.69357049      -1.40317702      -1.10918498       0.51856577      -0.13541639      -0.25928578      -0.31046888      -0.04276071       0.00127325       0.00480355      -0.03392582      -0.01706492      -0.00531063
       0.18028249       0.08176669       0.48960397      -1.70749462      -1.40188885      -1.08798349       0.52256560      -0.14423010      -0.26541224      -0.30787054      -0.03924492       0.00196883       0.00340090      -0.03450193      -0.01675733      -0.00493933
       0.18957885       0.08525896       0.47938383      -1.72166526      -1.40030360      -1.06641114       0.52630985      -0.15335892      -0.27149698      -0.30509838      -0.03568944       0.00258184       0.00194802      -0.03505722      -0.01642250      -0.00456877
       0.19890198       0.08867902       0.46901116      -1.73607552      -1.39840341      -1.04447412       0.52977961      -0.16280434      -0.27752739      -0.30214638      -0.03209919       0.00310713       0.00044601      -0.03558882      -0.01606003      -0.00420009
       0.20825157       0.09202313       0.45848393      -1.75071728      -1.39617038      -1.02217889       0.53295541      -0.17256723      -0.28349045      -0.29900894      -0.02847956       0.00353960      -0.00110373      -0.03609375      -0.01566963      -0.00383452
       0.21762721       0.09528751       0.44780016      -1.76558328      -1.39358616      -0.99953252       0.53581750      -0.18264776      -0.28937265      -0.29568061      -0.02483637       0.00387417      -0.00269954      -0.03656898      -0.01525113      -0.00347334
       0.22702843       0.09846835       0.43695799      -1.78066492      -1.39063239      -0.97654378       0.53834623      -0.19304542      -0.29515997      -0.29215646      -0.02117587       0.00410585      -0.00433944      -0.03701143      -0.01480453      -0.00311793
       0.23645465       0.10156173       0.42595556      -1.79595387      -1.38729060      -0.95322174       0.54052138      -0.20375888      -0.30083776      -0.28843182      -0.01750482       0.00422973      -0.00602111      -0.03741795      -0.01432993      -0.00276971
       0.24590531       0.10456373       0.41479144      -1.81144071      -1.38354194      -0.92957669       0.54232287      -0.21478608      -0.30639109      -0.28450257      -0.01383040       0.00424102      -0.00774191      -0.03778539      -0.01382765      -0.00243018
