         -0.0000000007179884         -0.0387295807326418        -11.4388816905295840        -11.4389863770227080
         -0.0000000003111776         -0.0750324518173775        -10.9063388583365306        -10.9067500812555789
          0.0000000008323674         -0.1090708386512628        -10.4006804519364628        -10.4015896513552022
         -0.0000001239918771         -0.1409959965623452         -9.9203289801587573         -9.9219182846215688
         -0.0000000108575453         -0.1709480472782997         -9.4638122235129014         -9.4662554802225163
         -0.0000000017173397         -0.1990588755371829         -9.0297546279816139         -9.0332184041270605
          0.0000000003882760         -0.2254509022178984         -8.6168707057770941         -8.6215152198143539
         -0.0000000009258254         -0.2502386964532770         -8.2239580659689437         -8.2299380810924276
          0.0000000004353339         -0.2735294775566269         -7.8498913441924127         -7.8573570536040442
          0.0000000001947327         -0.2954237020337597         -7.4936165729968076         -7.5027144343157515
         -0.0000000007707380         -0.3160156127714544         -7.1541460041267460         -7.1650195784187920
         -0.0000002460927840         -0.3353942499966869         -6.8305531539174833         -6.8433439580148612
         -0.0000001267709969         -0.3536417116260380         -6.5219692025031746         -6.5368174404467343
         -0.0000000610539261         -0.3708374043929676         -6.2275775543626040         -6.2446230649132097
         -0.0000000286436646         -0.3870554923635631         -5.9466111505326227         -5.9659942196725764
         -0.0000000129780994         -0.4023662233234892         -5.6783486536905814         -5.7002109019478127
         -0.0000000039811459         -0.4168363071082277         -5.4221112225594750         -5.4465965320192655
         -0.0000000013981033         -0.4305292786750339         -5.1772595119680807         -5.2045150172597978
         -0.0000000011767488         -0.4435058626519388         -4.9431908779858000         -4.9733680208753244
          0.0000000006085660         -0.4558243293619950         -4.7193367679957783         -4.7525924444444687
         -0.0000000002723953         -0.4675408596689526         -4.5051602740458030         -4.5416581007779984
         -0.0000000006601519         -0.4787099122481831         -4.3001538310349527         -4.3400655408397713
          0.0000000010459919         -0.4893846112171766         -4.1038370393073702         -4.1473440636832652
         -0.0000000019281646         -0.4996171570215268         -3.9157545927187405         -3.9630498396909517
         -0.0000000009488869         -0.5094592732443231         -3.7354742868119506         -3.7867642061351687
         -0.0000000007855362         -0.5189627051959403         -3.5625850880661596         -3.6180920458260735
         -0.0000000006402908         -0.5281797891131138         -3.3966952323074930         -3.4566603070267337
          0.0000000003498602         -0.5371641158034017         -3.2374303213002436         -3.3021166188934621
         -0.0000000001969331         -0.5459713254208393         -3.0844313746431351         -3.1541280009147128
         -0.0000000001137758         -0.5546600805410883         -2.9373527834533393         -3.0123796640188134
         -0.0000000001709141         -0.5632932839740227         -2.7958600916701219         -2.8765738918002937
          0.0000000000676827         -0.5719396377611771         -2.6596275038322297         -2.7464290047134319
          0.0000000003333511         -0.5806756900783077         -2.5283349692268691         -2.6216783843624389
          0.0000000007339545         -0.5895885800357364         -2.4016646253296070         -2.5020695721728812
         -0.0000000004787526         -0.5987798195720815         -2.2792962571966422         -2.3873634203178118
         -0.0000000003447277         -0.6083706508794946         -2.1609012324715926         -2.2773333079446600
          0.0000000006238950         -0.6185098736226862         -2.0461340138969395         -2.1717643977110277
         -0.0000000000321724         -0.6293857027096147         -1.9346196802713138         -2.0704529548886166
         -0.0000000005691304         -0.6412445222735232         -1.8259345956654043         -1.9732056925018846
         -0.0000000009912995         -0.6544221267839770         -1.7195746259664915         -1.8798391776249292
         -0.0000000013918039         -0.6693992867152566         -1.6148990655944169         -1.7901792616369911
         -0.0000000016020559         -0.6869094205309496         -1.5110224903177851         -1.7040605542209459
         -0.0000000021976758         -0.7081733469341730         -1.4065795595951278         -1.6213259267249596
